id,transliteration,translation
4784,karallu,happiness
4785,karaphu,fallow land
4786,karaphu,year
4787,kararû,midday heat
4788,karattu,like a grain-store
4789,karašku,funerary chapel
4790,karašu,leek
4791,karballatu,(pointed) hat
4792,karbu,blessed
4793,kargullû,market value
4794,karimgaldu,quiver
4795,karkamisû,of Carchemish
4796,karkittu,prostitute
4797,karku,rolled
4798,karku,gathered
4799,karmiš,into a ruin
4800,karmu,delayed
4801,karmu,heap
4802,karmu,mound
4803,karmūtu,ruination
4804,karpassu,cotton
4805,karpatu,(clay) pot
4806,karpaṣu,magnificent
4807,karpu,pot
4808,karpāniš,like a pot
4809,karriṣu,slanderer
4810,karru,knob
4811,kartappu,(animal) driver
4812,kartu,shredded
4813,karurtu,hunger cramp
4814,karû,grain-heap
4815,karû,grain-store
4816,karû,to be(come) short
4817,karā'u,to bow (o.s.) down
4818,karābu,prayer
4819,karābu,blessing
4820,karābu,to pray
4821,karābu,bless
4822,karābu,greet
4823,karāku,to roll up
4824,karāku,collect
4825,karāmu,to grasp
4826,karāmu,restrain
4827,karānu,vine
4828,karānu,wine
4829,karānû,(red) wine-coloured
4830,karānānû,wine-coloured
4831,karāru,to put (down)
4832,karāru,discard
4833,karāsu,to tie up
4834,karātu,to slice
4835,karāšu,military camp
4836,karāšu,catastrophe
4837,karāšu,disaster
4838,karāṣu,to break off
4839,karāṣu,pinch off
4840,karāṭu,to be merciful
4841,karšu,stomach
4842,karšu,interior
4843,karūbu,reverently greeted
4844,karṣillu,knife
4845,karṣillu,scalpel
4846,karṣu,slander
4847,kaskasu,gristly extension of breast-bone
4848,kaskasu,ensiform cartilage
4849,kasmu,chopped
4850,kaspu,silver
4851,kassupu,broken
4852,kasîš,in bondage
4853,kasû,bound
4854,kasû,mustard
4855,kasû,to bind
4856,kasûtu,bondage
4857,kasûtu,mustard? plant
4858,kasāmu,to cut up
4859,kasāmu,chop
4860,kasāpu,to break (into bits)
4861,kasāpu,to make funerary offering
4862,kasāru,to block
4863,kasāru,pave
4864,kasāsu,to chew
4865,kasāsu,gnaw
4866,kasītu,(magical) constraint
4867,kasūsu,(hunting) falcon
4868,kataduggû,saying
4869,kataduggû,utterance
4870,katammu,lid
4871,katammu,cover
4872,katappû,bridle
4873,katappû,halter
4874,katmu,covered
4875,kattû,corroborator
4876,katâtu,needle
4877,katû,weak
4878,katû,needy
4879,katû,to become poor
4880,katûtu,poverty
4881,katā'u,to distrain
4882,katā'u,take as pledge
4883,katāmu,to cover
4884,katāru,to get (as) help
4885,katāru,to wait
4886,katātu,to quiver
4887,katātu,vibrate
4888,kawatumma,to plunder
4889,kawû,outer
4890,kawû,to burn
4891,kawāru,ramp
4892,kayyamānu,permanent
4893,kayyamānu,regular
4894,kayyamānû,reliable
4895,kayyanzu,property
4896,kayyipu,criminal
4897,kayyu,(donkey) stick
4898,kayyāniš,constantly
4899,kayyānu,constant
4900,kayyānu,regular
4901,kazbu,charming
4902,kazbu,alluring
4903,kazbūtu,lies
4904,kaziztu,cutting off
4905,kazumma,to scratch
4906,kazzaurnu,substitute
4907,kazzaurnu,compensation
4908,kazābu,to be attractive
4909,kazābu,alluring
4910,kazābu,to tell lies
4911,kazīru,fringe
4912,kazīru,curl
4913,kašdu,achieved
4914,kašdu,successful
4915,kašittu,recovered (goods)
4916,kašittu,success
4917,kaškašu,(the cuneiform sign) KASKAL
4918,kaškaššu,all powerful
4919,kašmahhu,first class beer
4920,kašudû,informer
4921,kašurû,of Gasur
4922,kašû,to cover over
4923,kašû,to increase
4924,kašādu,to reach
4925,kašādu,arrive
4926,kašādu,accomplish
4927,kašādu,conquer
4928,kašāpu,to cast spells (on s.o. = acc.)
4929,kašāpu,bewitch
4930,kašāru,to restore
4931,kašāru,have success
4932,kašāšu,to gain control of
4933,kašāšu,acquire
4934,kašāšu,to become dizzy
4935,kašāṭu,to cut off
4936,kaššaptu,sorceress
4937,kaššu,massive
4938,kaššu,strong
4939,kaššû,Kassite
4940,kaššāpu,sorcerer
4941,kaššāpūtu,sorcery
4942,kaṣru,firmly joined
4943,kaṣru,solid
4944,kaṣâtam,in early morning
4945,kaṣâtiš,in early morning
4946,kaṣâtu,early morning
4947,kaṣû,cold
4948,kaṣû,the (Mesopotamian) steppe
4949,kaṣû,to be(come) cold
4950,kaṣābu,to reduce
4951,kaṣābu,pare off
4952,kaṣādu,to seize hold
4953,kaṣāpu,to think
4954,kaṣāru,to tie
4955,kaṣāru,knot
4956,kaṣāru,gather
4957,kaṣāṣu,to grind
4958,kaṣāṣu,grate
4959,kaṣāṣu,rain
4960,kaṣṣidakku,miller
4961,kaṣṣiṣu,habitually grinding teeth
4962,kaṣṣāru,packing-supervisor
4963,kaṣṣārūtu,function as packing-supervisor
4964,keppû,skipping rope
4965,kepû,to bend (back)
4966,kerhu,enclosure wall
4967,kerhu,enclosed area
4968,kerku,blockage
4969,kerku,roll
4970,kerru,male sheep
4971,kerru,(area of) collarbone
4972,kerṣu,pinched-off piece
4973,kerṣu,lump
4974,kezretu,woman with (special kind of) hair-do
4975,kezru,with (special kind of) hair-do
4976,kezrūtu,status of a kezretu
4977,kezēru,to give s.o. a (special kind of) hair-do
4978,kiakī,thus
4979,kibalû,rebel land
4980,kibarru,boat of inflated skins
4981,kibbu,burn mark
4982,kibbu,brand
4983,kibegû,initial state
4984,kibinû,father
4985,kibirru,taper
4986,kibirru,fire-brand
4987,kibru,bank
4988,kibru,shore
4989,kibru,rim
4990,kibrû,old man
4991,kibrītu,sulphur
4992,kibsu,track
4993,kibsu,footprint
4994,kibtu,wheat
4995,kibšu,donkey foal
4996,kidinnu,protection
4997,kidinnu,aegis
4998,kidinnû,protégé(e)
4999,kidinnūtu,exempt status
5000,kidinnūtu,protection
5001,kidinētu,forest
5002,kidudû,rites
5003,kigallu,socle
5004,kigallu,pedestal
5005,kigamlu,animal pen
5006,kigullû,place of destruction
5007,kihullû,mourning rites
5008,kikalû,hard ground
5009,kikamunu,third in line
5010,kikarpu,three-year-old
5011,kikiṭṭû,ritual procedure
5012,kikkirânu,pine or juniper seeds
5013,kikkišu,reed fence
5014,kikkišu,wall
5015,kiksu,splinter of wood
5016,kikurrû,temple foundation
5017,kikā,thus
5018,kikā,like
5019,kilallān,both
5020,kilibbu,total
5021,kilimbu,reed bundle
5022,kilpu,profit
5023,kilullû,massacre
5024,kilâtu,barrage
5025,kilīliš,as with a wreath
5026,kilīlu,wreath
5027,kilītu,restraint
5028,kilūbu,(bird) cage
5029,kilūbu,trap
5030,kilṣu,(physical) contraction
5031,kima',how much?
5032,kimahu,grave
5033,kimahu,tomb
5034,kimiltu,wrath
5035,kimiltu,anger
5036,kimirtu,sum
5037,kimirtu,total
5038,kimkimmu,wrist (joint)
5039,kimru,layer(ing)
5040,kimru,heap(ing)
5041,kimtu,family
5042,kimuhlu,substitute
5043,kimzūru,human k.
5044,kimâ,outside
5045,kimûtu,bondage
5046,kimītu,bondage
5047,kimṣu,shin
5048,kimṣu,lower leg
5049,kinahhu,purple
5050,kinattu,employee
5051,kinattu,menial
5052,kinattu,colleague
5053,kinattūtu,colleagueship
5054,kindabašše,loincloth
5055,kingallu,leader of assembly
5056,kiništu,priesthood
5057,kiništu,religious staff
5058,kinku,sealing
5059,kinnanû,father
5060,kinnikêm,over there
5061,kinnû,mountain
5062,kinnāru,lyre
5063,kinnāruhuli,lyre player
5064,kinsikku,late afternoon
5065,kintillû,completed job
5066,kinûtu,nickname
5067,kināti,you
5068,kināši,to you
5069,kinītu,concubine
5070,kinšu,slope
5071,kinūnu,brazier
5072,kipattu,vulva
5073,kipdu,plan(s)
5074,kipdu,efforts
5075,kiplu,twisting
5076,kiplu,twine
5077,kippatu,circle
5078,kippatu,hoop
5079,kippatu,ring
5080,kippu,loop
5081,kippu,trap
5082,kipṣu,constriction
5083,kipṣu,contraction
5084,kiqillutu,rubbish dump
5085,kirbānu,lump (of earth)
5086,kirenzi,proclamation
5087,kiribtu,blessing
5088,kiriktu,collection
5089,kiriktu,accumulation
5090,kirimahhu,park
5091,kirimmu,(crook of) arm
5092,kirinnu,clay lump
5093,kirissu,hairpin
5094,kirissu,clasp
5095,kirmahhu,large oven
5096,kirmahhu,kiln
5097,kirû,(fruit) plantation
5098,kirû,orchard
5099,kirību,blessed one
5100,kisalbarakku,outer court
5101,kisallu,forecourt
5102,kisalluhhatu,female courtyard sweeper
5103,kisalluhhu,courtyard sweeper
5104,kisalluhhūtu,rôle of courtyard sweeper
5105,kisalmāhu,main court
5106,kisibirrītu,coriander
5107,kisiggû,funerary offerings
5108,kisilīmû,born in Kislīmu
5109,kisimmu,sour milk
5110,kisirtu,wall facing
5111,kisittu,branches
5112,kisittu,boughs (of tree)
5113,kiskibirru,kindling wood
5114,kislahû,threshing floor
5115,kislu,side? of hand
5116,kismu,cutting
5117,kispu,funerary offering
5118,kissatu,fodder
5119,kissatu,(action of) gnawing
5120,kisurrû,border
5121,kisurrû,territory
5122,kisû,footing
5123,kisû,plinth
5124,kitekarû,prostitute
5125,kitimtu,secret
5126,kitimtu,mystery
5127,kitmu,cover(ing)
5128,kitmulu,very displeased
5129,kitmuru,piled up
5130,kitmusu,kneeling
5131,kitmusu,squatting
5132,kitpudu,cunning
5133,kitpulu,entwined
5134,kitpulūtu,in an entwined state
5135,kitru,help
5136,kitru,reinforcements
5137,kitru,legacy
5138,kitru,bequest
5139,kittu,steadiness
5140,kittu,reliability
5141,kittu,truth
5142,kitturru,toad
5143,kitturru,frog
5144,kituru,chair person
5145,kitû,flax
5146,kitû,linen
5147,kitītu,linen robe
5148,kiyā,how much?
5149,kizalāqu,treasure
5150,kizalāqu,treasury
5151,kizirtu,lock of hair
5152,kizirtu,pigtail
5153,kizzatu,deduction
5154,kizzatu,curtailment
5155,kizzu,(young male) goat
5156,kizzānû,goat
5157,kizû,animal-trainer
5158,kizûtu,job of a kizûm
5159,kiā'im,here and there
5160,kiāšu,to help
5161,kišdu,acquisition
5162,kišertu,bondage
5163,kišertu,captivity
5164,kišhi,chair
5165,kišibbu,seal(ing)
5166,kišibgallu,seal-owner
5167,kiširru,success
5168,kišittu,achievement
5169,kišittu,acquisition
5170,kišittu,conquest
5171,kiškattû,(industrial) kiln
5172,kiškattû,craftsman
5173,kišpu,sorcery
5174,kišpu,evil spell
5175,kišubbîš,into a waste
5176,kišubbû,waste ground
5177,kišubû,ending of hymn
5178,kišukkiš,in captivity
5179,kišukku,captivity
5180,kišukku,grating
5181,kišādu,neck
5182,kišādu,bank
5183,kišādānuššu,on his neck
5184,kišītu,rebellion
5185,kiššatu,totality
5186,kiššatu,world
5187,kiššatu,emmer
5188,kiššu,(reed-)bundle
5189,kiššû,empowered
5190,kiššû,authorized
5191,kiššātu,debt-slavery
5192,kiššātu,distraint
5193,kiššū,exercise of power
5194,kiššūtu,exercise of power
5195,kiššūtu,authority
5196,kišūma,thus
5197,kiūru,ground
5198,kiūru,earth
5199,kiūšu,step
5200,kiūšu,tread
5201,kiṣallu,ankle
5202,kiṣiptu,calculation
5203,kiṣirtu,thickening
5204,kiṣirtu,constriction
5205,kiṣirtu,rental payment
5206,kiṣirtu,envelope
5207,kiṣirtu,case-tablet
5208,kiṣru,knot
5209,kiṣru,concentration
5210,kiṣru,group
5211,kiṣru,rental
5212,kiṣṣatu,hair loss
5213,kiṣṣatu,shedding of skin
5214,kiṣṣu,shrine
5215,kiṣṣuru,interlocked
5216,kiṣṣuru,entwined
5217,kubbulu,crippled
5218,kubburu,very thick
5219,kubbusu,downtrodden
5220,kubbuttu,honorific gift
5221,kubbutu,very heavy
5222,kubbutu,solid
5223,kubbutu,very honoured
5224,kubbû,sewn
5225,kubbû,to sew
5226,kubru,thickness
5227,kubtu,lump
5228,kubtu,clod
5229,kubtu,heavy yield
5230,kubtu,tribute
5231,kubuddā'u,honorific gift
5232,kubukku,strength
5233,kuburrû,thickness
5234,kuburrû,reinforcement
5235,kubussû,to promulgate a decree
5236,kubuttû,abundant wealth
5237,kubāru,thick
5238,kubāru,heavy
5239,kubātu,veneration
5240,kubšu,headcloth
5241,kubšu,turban
5242,kubšuhuli,turban-maker
5243,kuddunu,to seek sanctuary
5244,kudimmu,salt
5245,kuduppānu,(a kind of) pomegranate
5246,kudurru,carrying frame
5247,kudurru,(builder's) hod
5248,kudurru,boundary
5249,kudurru,boundary stone
5250,kudurru,eldest son
5251,kudādu,very small
5252,kudādu,tiny
5253,kugrû,granary-supervisor
5254,kukittu,inappropriate location
5255,kukkallu,fat-tailed sheep
5256,kukkallānu,of fat-tailed type
5257,kukku,(a kind of) cake
5258,kukkušu,malt-flour
5259,kukkû,darkness
5260,kukubu,rhyton
5261,kukubu,pig's stomach
5262,kukudru,sheep's stomach
5263,kukumnu,three-year-old
5264,kula'ūtu,delay
5265,kula'ūtu,procrastination
5266,kulbabtu,female ant
5267,kulbābiš,like ants
5268,kulbābu,ant
5269,kullaru,Kullar-juniper
5270,kullatu,totality
5271,kullatu,all of ...
5272,kullatu,clay pit
5273,kullatān,universally
5274,kullizu,ox-driver
5275,kullizu,plough-ox
5276,kullizūtu,rôle of ox-driver
5277,kullu,nut(-kernel)
5278,kullu,hoe
5279,kullu,to hold
5280,kullultu,crenellation
5281,kullulu,veiled
5282,kullulu,covered
5283,kullulu,to veil
5284,kullulu,crown
5285,kullumu,to show
5286,kullumu,display
5287,kullumūtu,exhibition
5288,kullumūtu,display
5289,kulupinnu,sickle
5290,kulûtu,rôle of a kulu'u
5291,kulīltu,dragonfly
5292,kulīlu,dragonfly
5293,kulīlu,small crown
5294,kulīlu,headband
5295,kulīlu,fish-man
5296,kulūlu,crown
5297,kummu,cella
5298,kummu,shrine
5299,kummu,(the cuneiform sign) KUM
5300,kummulu,very angry
5301,kummusu,fearsome
5302,kumru,priest
5303,kumurrû,heaping up
5304,kumû,pelican
5305,kumāṣu,bush offering refuge
5306,kuninu,drinking-straw
5307,kunnu,fixed
5308,kunnû,cared for
5309,kunnû,cherished
5310,kunnūtu,care
5311,kunnūtu,cherishing
5312,kunsaggû,turning-point
5313,kunsaggû,apogee
5314,kunukku,seal
5315,kunû,your(s)
5316,kunātunu,you
5317,kunāšu,emmer
5318,kunāšunu,to you
5319,kunšillu,carder
5320,kunšu,ball
5321,kunūti,you
5322,kunūši,to you
5323,kupartu,expiation
5324,kupatinnu,globule
5325,kupatinnu,pill
5326,kuppu,cistern
5327,kuppu,water-source
5328,kuppupu,very bent
5329,kupputu,conglomerated
5330,kuppû,eel
5331,kuppû,snow
5332,kuppû,ice
5333,kupru,bitumen
5334,kupru,pitch
5335,kupsu,husks
5336,kupsu,bran
5337,kupurtu,anointment
5338,kupû,reed thicket
5339,kupātu,corn(field)
5340,kupīru,bitumen
5341,kupīrātu,swabbings
5342,kurangu,rice
5343,kurartu,boil
5344,kurbu,blessing
5345,kurgarrû,chief k.
5346,kurgarrûtu,function of the kurgarrû
5347,kurissu,leek
5348,kurkatta,like a goose
5349,kurkuzannu,piglet
5350,kurkû,goose
5351,kurmittu,butterfly
5352,kurru,(measure of dry capacity:) gur
5353,kurru,kor
5354,kurru,pelvis
5355,kurru,tanning fluid
5356,kurrû,short
5357,kursimtu,scale
5358,kursimtu,plate
5359,kursinnu,ankle
5360,kursisakku,grain-container
5361,kurullu,catastrophe
5362,kurullu,death-toll
5363,kurulu,sheaf
5364,kurulu,stook
5365,kurummatu,food allocation
5366,kurummatu,ration
5367,kuruppu,(vegetable) basket
5368,kuruppu,hamper
5369,kurussu,strap
5370,kuruštumma,to fatten
5371,kuruštû,animal-fattener
5372,kuruštā'u,fatted animal
5373,kurzidakku,flour-basket
5374,kurû,short
5375,kurāru,glowing ashes
5376,kurību,(figure of) a k.
5377,kurītu,shin
5378,kurītu,tibia
5379,kurṣiptu,butterfly
5380,kurṣû,fetter
5381,kusa,algae
5382,kusarikku,bison
5383,kuspu,heartbreak
5384,kussusu,gnawed (reed)
5385,kussû,chair
5386,kussû,stool
5387,kussû,throne
5388,kusāpu,crumb
5389,kusāpu,scrap
5390,kusāpu,bread
5391,kusāsū,gums
5392,kusīpu,bread (crumbs)
5393,kusītu,robe
5394,kutallu,back
5395,kutallānu,backward
5396,kutallūtu,position as reserve
5397,kutimmūtu,position as goldsmith
5398,kutlu,rail
5399,kutlu,fence
5400,kutlu,side-wall
5401,kutmu,cover
5402,kutmu,covering
5403,kutpû,black frit
5404,kuttimmatu,female charcoal-burner
5405,kuttimmu,charcoal-burner
5406,kuttumu,covered over
5407,kutummu,cover(ing)
5408,kutumtu,covered basket
5409,kutāhu,spear
5410,kutāhu,lance
5411,kutīmu,goldsmith
5412,kutīmu,silversmith
5413,kutūtu,security
5414,kuzallu,shepherd
5415,kuzbu,attractiveness
5416,kuzbu,(sex) appeal
5417,kuzbānītu,alluring
5418,kuzippu,cloak
5419,kuzubtu,flattery
5420,kuzubtu,seduction
5421,kuzullu,bundle of reeds
5422,kuzzubu,very charming
5423,kuzzubu,attractive
5424,kuzā'u,throne
5425,kuzābu,alluring
5426,kuzāzu,wood-wasp
5427,kuāti,(of
5428,kuāti,to) you
5429,kuāšim,to you
5430,kušartu,repair
5431,kušartu,patch
5432,kušru,ingot
5433,kuštāru,tent
5434,kuštību,(kind of) shovel
5435,kušurrā'u,restitution
5436,kušû,crab
5437,kušāpu,sorcerous materials
5438,kušāru,reed stalk
5439,kušīru,success
5440,kušīru,profit
5441,kuššudu,chased (off)
5442,kuṣā'u,spillage
5443,kuṣṣudu,cripple(d)
5444,kuṣṣuru,thoroughly knotted
5445,kuṣṣuṣu,(one) crippled by lack of hand
5446,kuṣṣû,to tilt
5447,kâdu,to be distressed
5448,kâdu,to watch
5449,kâdu,guard
5450,kâmma,thus
5451,kânu,to be(come) permanent
5452,kânu,firm
5453,kânu,true
5454,kâpu,to oppress
5455,kâpu,wrong
5456,kâru,to rub
5457,kâru,to be dazed
5458,kâti,you
5459,kâtina,you
5460,kâtunu,you
5461,kâšim,to you
5462,kâšina,(to) you
5463,kâšu,to delay
5464,kâšu,linger
5465,kâšunu,you
5466,kâṣu,to skin
5467,kâṣu,flay
5468,kû,your
5469,kû,yours
5470,kā'iṣu,slaughterer
5471,kādu,guard
5472,kādu,watch
5473,kālû,dam
5474,kālû,barrage
5475,kālû,crane
5476,kāmidu,fabric-beater
5477,kāmisu,one who kneels
5478,kāpidu,planner
5479,kāpilu,winder
5480,kāpiru,wiper
5481,kāpu,rock
5482,kāpu,cliff
5483,kāpītu,stony ground
5484,kāribu,one who blesses
5485,kārtu,current price
5486,kāru,quay
5487,kāru,port
5488,kāsimu,(reed) chopper
5489,kāsiru,barrage
5490,kāsistu,gnawer
5491,kāsu,cup
5492,kāsu,bowl
5493,kātimtu,net
5494,kātu,surety
5495,kātu,pawn
5496,kāšidu,conquering
5497,kāšišu,creditor
5498,kāšišu,pledge-taker
5499,kāṣibu,reducing
5500,kāṣirtu,female 'knotter'
5501,kāṣirtu,tailor
5502,kāṣiru,tailor
5503,kāṣirūtu,craft of tailor?
5504,kē,how?
5505,kī,like
5506,kī,how?
5507,kīam,thus
5508,kīašu,in that way
5509,kīdam,to the outside
5510,kīdu,outside
5511,kīdu,countryside
5512,kīdû,exterior
5513,kīdānu,outside
5514,kīdānû,external
5515,kīdītu,exterior part
5516,kīkī,how?
5517,kīlu,enclosure
5518,kīlu,confinement
5519,kīlu,finale
5520,kīma,like
5521,kīma,when
5522,kīma,that
5523,kīmu,family
5524,kīmê,like
5525,kīmê,that
5526,kīmū,instead of
5527,kīna,yes!
5528,kīnanna,thus
5529,kīniš,reliably
5530,kīniš,genuinely
5531,kīnu,permanent
5532,kīnu,true
5533,kīnūtu,loyalty
5534,kīnūtu,steadfastness
5535,kīrtu,daze
5536,kīrtu,coma
5537,kīru,oven
5538,kīru,kiln
5539,kīsu,money-bag
5540,kīsu,money
5541,kīsu,binding
5542,kīsu,bonds
5543,kīšam,either ... or ...
5544,kīšama,forgive me
5545,kīšū,pain(s)
5546,kīṣu,flayed
5547,kīṣu,coolness
5548,kūbu,foetus
5549,kūdanu,mule
5550,kūm,instead of
5551,kūnu,firmness
5552,kūrapānu,neck-protector
5553,kūru,depression
5554,kūru,torpor
5555,kūru,kiln
5556,kūru,furnace
5557,kūtu,jug
5558,kūtu,can
5559,kūšu,skin
5560,kūṣu,coldness
5561,kūṣu,winter
5562,kūṣû,winter('s)
5563,kūṣāyu,of winter
5564,la,from
5565,la,to
5566,la''upu,wrapped in cloth
5567,la''upu,to wrap in cloth
5568,la'bu,suffering from li'bu disease
5569,la'miš,like ashes
5570,la'îš,like a small child
5571,la'û,small child
5572,la'û,baby(ish)
5573,la'ābu,to harass
5574,la'ātu,to swallow (up)
5575,la'āšu,to dirty
5576,la'āšu,defile
5577,la'ību,suffering from li'bu disease
5578,la'šu,polluted
5579,labanātu,incense
5580,labarmanna,for the future
5581,labarmanna,henceforth
5582,labbibu,very furious
5583,labbu,weak
5584,labbuku,softened
5585,labbuku,steeped
5586,labirtu,long-standing property
5587,labirtu,long-standing
5588,labirtu,old debt
5589,labirtu,earlier time
5590,labiānu,neck(-tendons)
5591,labku,soft
5592,labniš,as (if using) throwsticks
5593,labnu,(spread) flat
5594,labnu,throwstick
5595,labtu,(oven-)parched grain
5596,labû,to howl
5597,labû,whine
5598,labû,squeal
5599,labû,cry out
5600,labābu,to rage
5601,labāku,to be(come) soft
5602,labānu,to spread
5603,labānu,stroke
5604,labāriš,to become old
5605,labāriš,dilapidated
5606,labāriš,in days to come
5607,labāru,to be(come) old
5608,labāru,long-lasting
5609,labāšu,to clothe o.s.
5610,labīriš,of old
5611,labīru,old
5612,labīrūtu,old age
5613,labītu,makes the round
5614,labšu,clothed
5615,labšūtu,clothed state
5616,labṣu,foreigner
5617,ladinnu,ladanum resin
5618,lagabbiš,like a lump
5619,lagabbu,lump
5620,lagabbu,clod
5621,lagarturru,apprentice lagaru priest
5622,lagā'u,scale
5623,lagā'u,dirt
5624,lagā'u,scum
5625,lagāgu,to cry out
5626,laharuhšu,quiver (on chariot)
5627,lahmu,(statue
