,source_id,row_index,segment_idx,transliteration,translation
585,,585,0,en-um-a-šùr a-na a-lá-ḫi-im iṣ-ba-at-ni-a-tí-ma ṭup-pá-am na-áš-pé-er-tám la pá-tí-tám ú-kà-li-im-šu-ma um-ma en-um-a-šùr-ma ṭup-pu-um a-num ku-nu-ku-kà-a lá ku-nu-ku-kà-a a-lá-ḫu-um iš-ta-al-ma e-pu-ul-šu um-ma a-lá-ḫu-um-ma ke-na ku-nu-ku-a a-na ša ki-ma a-bi₄-ni ša ki-ma i-a-tí ú ku-a-tí ú-šé-bi₄-il₅-kà-ma mì-šu-um lá tù-kà-li-im-ší-ma a-dí u₄-mì-im a-nim tù-kà-il₅-ší na-áš-pé-er-tám lá pá-tí-tám en-um-a-šur a qá-tí-ni iš-ku-un a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-in-ni-a-tí-ma IGI GÍR ša a-šur ší-bu-tí-ni ni-dí-in ,"Ennam-Aššur seized us against Ali-ahum and showed him a missive that was not opened, and Ennam-Aššur said: Is this tablet under your seal or not?"" Ali-ahum answered, having investigated it, saying: ""Yes, it is my seal. I sent it with you to our father's representatives and my own and yours, so why have you not shown it but kept it until today?"" Ennam-Aššur placed the unopened missive in our hands. The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. "
586,,586,0,IGI a-šur-na-da IGI ḫa-da-a IGI šu-IŠTAR,"Witnessed by Aššur-nādā, by hadaya, by Šu-Ištar."""
587,,587,0,ir-ma-a-šùr DUMU ni-dí-ba-ni PUZUR₄-a-šùr iṣ-ba-at-ma um-ma PUZUR₄-a-šur-ma a-na ir-ma-a-šùr-ma a-ma a-wi-lu-ú a-ni-ú-tum lu i-de₈-ú a-na 1 ma-na KÙ.BABBAR ša i tí-me-el-ki-a en-nam-a-šùr qá-ta-at a-mur-IŠTAR il₅-tap-tù-ni a-na en-nam-a-šur lá ta-tù-wa-ar um-ma ir-ma-a-šùr-ma lá a-tù-wa-ar ,"Puzur-Aššur seized Irma-Aššur son of Nide-bāni and Puzur-Aššur said to Irma-Aššur: Look, may these men know that you must not raise claim against Ennam-Aššur for the 1 mina of silver for which Ennam-Aššur was booked as guarantor in Timelkiya for Amur-Ištar."" Irma-Aššur answered: ""I shall not raise claim."" "
588,,588,0,IGI šu-IŠTAR DUMU da-da-nim IGI šu-ku-bi₄-im DUMU ú-zu-ú-a,"Witnessed by Šu-Ištar son of Dadānum, by Šu-Kūbum son of Uzuwa."""
589,,589,0,i-nu-mì i-dí-a-bu-um a-na mu-a-tim ta-ad-nu-ma É a-šùr-bé-el-a-wa-tim wa-áš-bu ša ki-ma ili₅-ba-ni ÌR ù tám-kà-ru-šu e-ru-bu-ma um-ma ša ki-ma ili₅-ba-ni-ma ni-kà-sí iš-tí-ni ší-sí-ma um-ma i-dí-a-bu-um-ma ṭup-pí-ku-nu kà-i-lá ù ṭup-pu-a lá-pu-tù-ma i-ba-ší-ú ša-lim-a-šur a-ḫi li-li-kam-ma iš-tí-šu ší-sí-a ù am-ma ša ki-ma i-a-tí šu-{d}EN.LÍL ù a-mur-IŠTAR i-ša-ḫa-at a-ḫi-a li-zi-zu a-dí a-ḫi-i i-lá-kà-ni ma-ma-an ṭup-pí-a lá i-pá-té a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ba-áb DINGIR-lim ší-bu-tí-ni ni-dí-in ,"When Iddin-abum was dying and was staying in Aššur-bēl-awātim's house, the representatives of Ilī-bāni, Wardum and his customers, came in(to the house) and Ilī-bāni's representatives said: Settle accounts with us!"" - but Iddin-abum answered: ""Hold your tablets ready, for my tablets are written and available. Let my brother Šalim-Aššur come, and then settle with him. Then my own representatives, Šu-Illil and Amur-Ištar may assist my brother. Until my brother arrives no one may open my tablets."" The Kanesh colony gave us for these proceedings, and we gave our testimony before Aššur's dagger in the Gate of the God. "
590,,590,0,IGI a-ku-za IGI lá-qé-ep IGI ṣí-lu-lu,"Witnessed by Akuza, by Lā-qēp, by Ṣilūlu."""
591,,591,0,13 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-dí-a-bi₄-im a-mur-IŠTAR ù a-šur-i-mì-tí i-šu-ú iš-tù ḫa-mu-uš-tim ša kàr-ri-a a-na 36 ḫa-am-ša-tim i-ša-qal šu-ma la iš-qú-ul 1.5 GÍN.TA i-na ITU.KAM-im a-na ma-na-im ú-ṣa-áb ,"Iddin-abum owes 13 minas of refined silver to Amur-Ištar and Aššur-imittī. Reckoned from the week of Karriya he must pay in 36 weeks. If he has not paid (in time), he must add interest at the rate 1.5 shekel per month per mina. "
592,,592,0,IGI a-šur-e-mu-qí IGI en-nam-a-šur DUMU me-na-a,"Witnessed by Aššur-emūqi, by Ennam-Aššur son of Menaya."
593,,593,0,20 ma-na URUDU SIG₅ i ší-im ku-uk-ra i-ri-iḫ-ma i-ṣé-er {d}UTU-a-bi lá-ma-sà-tum tí-šu iš-tù ḫa-mu-uš-tim ša e-na-aḫ-DINGIR a-na 10 ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qú-ul ku-uk-ra am-tum am-tí ITU.KAM té-i-na-tim li-mu-um šu-sú-in DUMU ba-bi₄-lim ,"20 minas of refined copper that remained from the price for Kukra are owed by Šamaš-abī to Lamassutum. From the week eponymy of Ēnah-ilī within 10 weeks he will pay. If he does not pay the slave-girl Kukra is my slave-girl. Month X, year eponymy of Šu-Suen, son of Babbilum. "
594,,594,0,IGI a-šur-ni-im-ri IGI be-lá-nim IGI a-mur-a-šur,"Witnessed by Aššur-nimrī, by Bēlānum, by Amur-Aššur."
595,,595,0,24 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-dí-a-bi-im a-šùr-be-el-a-wa-tim i-šu iš-tù ḫa-mu-uš-tim ša li-ba-a ù ì-lí-iš-tí-kál a-na 20 ḫa-am-ša-tim i-ša-qal šu-ma la iš-qú-ul 1.5 GÍN.TA a-na ma-na-im i-na ITU.1.KAM ú-ṣa-áb šu-ma ṭup-pu-šu i-la-pu-tù 6 ma-na KÙ.GI šu-mì a-šùr-be-el-a-wa-tim i-la-pá-at ,"Iddin-abum owes 24 minas of refined silver to Aššur-bēl-awātim. Reckoned from the week of Libbaya and Iliš-tikal he must pay within 20 weeks. If he has not paid (in time), he must add interest at the rate 1.5 shekel per mina per month. If they write his tablet, he must book 6 minas of gold in the name of Aššur-bēl-awātim. "
596,,596,0,IGI a-šùr-ma-lik IGI a-lá-ḫi-im IGI a-mur-IŠTAR IGI a-gu-a,"Witnessed by Aššur-malik, by Alāhum, by Amur-Ištar, by Aguwa."
597,,597,0,a-ni-na a-na be-lá-nim iṣ-ba-at-ni-a-tí-ma um-ma be-lá-num-ma 5.5 ma-na KÙ.BABBAR ku-nu-ki-ni ša ki-lá-li-ni ša a-na {d}IM-ba-ni ú ib-ni-{d}IM a-na-<gap> A-ni-na ša KÙ.BABBAR KÙ.BABBAR-áp a-ni-na-<gap> ,"Annina seized us against Bēlānum and Bēlānum said: 5.5 minas of silver under our seals, belonging to us both, that <gap> to Adad-bāni and Ibni-Adad to <gap> Annina <gap> Annina's silver <gap> "
598,,598,0,IGI a-lá-ḫi-im DUMU ša-lim-a-šùr,"Witnessed by Ali-ahum son of Šalim-Aššur."""
599,,599,0,2 né-pí-šé-en 20 ma-na KÙ.BABBAR ṣa-ru-pá-am ni-is-ḫa-sú ša-du-a-sú ša-bu-ú 12 GÍN KÙ.BABBAR ku-nu-ki-a bé-ú-lá-at na-áb-sú-in 10 GÍN KÙ.BABBAR šé-bu-ul-tí i-sú-rik₁₃ mì-ma a-nim a-na en-nam-a-šùr DUMU da-dim ù na-áb-sú-in DUMU ú-zu ,"2 packages of 20 minas of refined silver, its import duty (added), its transport tariff paid - 12 shekels of silver under my seal: the working capital of Nab-Suen; 10 shekels of silver: the shipment of Issu-arik - all this is for Ennam-Aššur son of Dādum and Nab-Suen son of Uzu. "
600,,600,0,IGI e-lá-ma DUMU i-dí-sú-in IGI ku-lá a-ḫu šu-kà-tim IGI ki-da,"Witnessed by Elamma son of Iddin-Suen, by Kula the brother of Šukkutum, by Kida."
601,,601,0,10 ma-na KÙ.BABBAR ṣa-ru-pá-am tù-ur-a-a DUMU ú-zu-a i-na ší-im SÍG.ḪI.A ša ú-ší-na-lam il₅-qé ,Tūraya son of Uzuwa has received 10 minas of refined silver from the proceeds of Ušinalam's wool. 
602,,602,0,IGI a-šùr-i-mì-tí DUMU du-dí-ki IGI en-na-sú-in IGI a-šùr-e-mu-qí DUMU i-ku-nim IGI a-šùr-DU₁₀ DUMU en-na-sú-in DUMU za-li-dí,"Witnessed by Aššur-imittī son of Dudiki, by Enna-Suen, by Aššur-emūqī son of Ikūnum, by Aššur-ṭāb son of Enna-Suen, (grand)son of Zalidī."
603,,603,0,17 ma-na KÙ.BABBAR ša PUZUR₄.IŠTAR lu a-na DAM.GÀR nu-a-e ù IŠTAR-lá-ma-sí DAM a-lá-ḫi-im DUMU šál-ma-a-šur ḫa-bu-lu-ni-ma ṭup-pu-šu ḫa-ar-mu-ni iš-tù ḫa-mu-uš-tim ša ḫa-na-na-ri-im ITU.KAM áb ša-ra-ni li-mu-um en-na-sú-in DUMU šu-a-šur KÙ.BABBAR i-za-az a-na ṣí-ib-tim ú-lá i-lá-ak <gap> MU.ŠÈ ma-lá <gap> a-na <gap> zi <gap> tim lu <gap> zi a-šé-e-šu i-na u₄-mì-im ša ṭup-pá-am ša ḫu-bu-ul PUZUR₄.IŠTAR a-na ša ki-ma PUZUR₄-a-šùr ú-kà-lu-mu-ni šu-ma KÙ.BABBAR ša ki-ma PUZUR₄-a-šùr lá iš-ta-aq-lu KÙ.BABBAR a ma-lá ṭup-pì-šu a-na ṣí-ib-tim i-lá-ak šu-IŠTAR ki-ma IŠTAR-lá-ma-sí i-zi-iz ,"As to the 17 minas of silver that Puzur-Ištar owes either to a merchant, to Anatolians or to Ištar-lamassī, wife of Ali-ahum son of Šalim-Aššur, and for which a tablet has been certified - from the week of hannan-nārum, month Ab-šarrāni in the eponymy of Enna-Suen son of Šu-Aššur the silver will stand; it will not draw interest. years <gap> I shall sue him. On the day that they show the tablet concerning Puzur-Ištar's debt to Puzur-Aššur's representatives have not paid the silver, then the silver draws interest in accordance with his tablet. Šu-Ištar represented Ištar-lamassī. "
604,,604,0,IGI be-lúm-ba-ni DUMU a-šur-be-el-a-wa-tim IGI SIG₅-pì-a-šur DUMU wa-ar-dí-li-šu IGI lá-qé-pí-im DUMU PUZUR₄.SÁ.TU,"Witnessed by Bēlum-bāni son of Aššur-bēl-awātim, by Damiq-pī-Aššur son of Warad-ilīšu, by Lā-qēpum son of Puzur-šadū'e."
605,,605,0,2 ma-na 10 GÍN KÙ.BABBAR ṣa-ru-pu-um ší-im AN.NA ša DAM.GÀR a-na tù-ra-am-ì-lí DUMU e-dí-a-šur en-um-a-šur i-dí-in GAN-lam₅ a-na-nu-um a-šu-mì DAM.GÀR AN.NA e-tí-iq ù a-lá-nu-um KÙ.BABBAR a-šu-mì DAM.GÀR-ma e-tí-iq a-ḫa-ma 0.5 ma-na KÙ.BABBAR ša DAM.GÀR-ri-ma en-um-a-šur a-na tù-ra-am-DINGIR iḫ-bu-ul ŠU.NÍGIN 2.6666 ma-na KÙ.BABBAR iš-tù ITU.1.KAM <gap> i-na e-lá-i-šu iš-tù a-lim{ki} tù-ra-am-DINGIR a-na DAM.GÀR KÙ.BABBAR <gap> 0.5 ma-na <gap> GAN-lam₅ e-tí-iq ,"Ennam-Aššur has given 2 minas 10 shekels of refined silver, the price of tin belonging to a merchant, to Tūram-ilī son of Eddin-Aššur. From here the tin will cross overland in the name of a merchant, and from there silver will cross overland in the name of the merchant again. Further, Ennam-Aššur borrowed 0.5 mina of silver belonging to a merchant, from Tūram-ilī. In all: 2.6666 minas of silver. Reckoned from the month <gap> Tūram-ilī will <gap> when he comes up from the City <gap> the merchant <gap> will cross overland. "
606,,606,0,IGI i-ku-pí-a kà-ṣa-ar áb-ša-lim IGI ša-<gap> DUMU a-šur-SIPA,"Witnessed by Ikūn-pīya, Ah-šalim's packer, by Ša<gap> son of Aššur-rēʾī."
607,,607,0,2 ší-na sú-pá-nu ša 2 ma-na.TA e ú ša-al-šu-um sú-pá-num 1 ma-na šu-qú-ul-ta-šu ŠU.NÍGIN 5 ma-na sí-pá-ri ku-nu-ki-a a-na a-mur-a-šur DUMU ku-ku-lá-nim áp-qí-id-ma a-na ṣé-er ku-da-tim ù dan-a-šur DUMU PUZUR₄-a-šur a-na pu-ru-uš-ḫa-dim a-na ší-a-ma-tim ú-šé-bi-il₅-šu ,"2 supannus of 2 minas each, and a third supannu weighing 1 mina;in all: 5 minas of bronze under my seal I entrusted to Amur-Aššur son of Kukulānum and sent it with him to Kudātum and Dan-Aššur son of Puzur-Aššur to Purušhaddum for purchases."
608,,608,0,IGI a-šur-ta-ak-lá-ku DUMU ma-lá-kà-a DUMU en-na-bi-lam,"Witnessed by Aššur-taklāku son of Malakaya, son of Ennam-Bēlum."
609,,609,0,8 ma-na KÙ.BABBAR ṣa-ru-pá-am da-dí-a DUMU en-na-nim i-na ší-im SÍG.ḪI.A ša ú-ší-na-lam il₅-qé ,Dādiya son of Ennānum has received 8 minas of refined silver from the proceeds of Ušinalam's wool. 
610,,610,0,IGI a-šùr-i-mì-tí DUMU du-dí-ki IGI tù-ur-a-a DUMU ú-zu-a IGI en-na-sú-in DUMU i-dí-a-bi-im,"Witnessed by Aššur-imittī son of Dudiki, by Tūraya son of Uzuwa, by Enna-Suen son of Iddin-abum."
611,,611,0,2 GÍN KÙ.BABBAR iš-tí i-tur₄-DINGIR DUMU PUZUR₄-a-na 2 ší-ni-šu ší-né-en ša wa-aḫ-šu-ša-na SIG₅ iš-tù wa-aḫ-šu-ša-na ú-šé-ba-lam šu-ma lá ú-šé-bi₄-lam 6 GÍN KÙ.BABBAR i-ša-qá-lam ,2 shekels of silver owed by Itūr-ilī son of Puzur-Anna; from Wahšušana he must send two pairs of good shoes from Wahšušana; if he has not sent it he is to pay 6 shekels of silver. 
612,,612,0,IGI kà-ba-tim DUMU a-šùr-GAL,Witnessed by Kabātum son of Aššur-rabi.
613,,613,0,8 ma-na KÙ ṣa-ru-pá-am i-ṣé-er i-dí-a-bi₄-im ku-la i-šu iš-tù ḫa-mu-uš-tim ša ḫa-pì-aḫ-šu ù sú-kà-lí-a a-na 25 ḫa-am-ša-tim a-na a-lim{ki} i-lá-ak-ma iš-tí um-me-a-ni-šu 2 ma-na KÙ.GI šu-mì ku-lá i-lá-pá-at šu-ma i-na ma-lá u₄-me-šu a-na a-lim{ki} lá i-ta-lá-ak KÙ.BABBAR a-na-ku lá i-ša-qal šu-ma lá iš-qú-ul a-na 1 ma-na-im 1.5 GÍN.TA i-na 1 ITU.KAM ú-ṣa-áb ,"Iddin-abum owes 8 minas of refined silver to Kula. Reckoned from the week of happi-ahšu and Sukkalliya he must go to the City within 25 weeks and together with his investors he must book Kula's name for 2 minas of gold. If he has not left for the City within his stipulated term, he must repay the silver to Kula. If he has not paid (in time), he must pay interest at the rate 1.5 shekel per mina per month. "
614,,614,0,IGI a-šùr-ba-ni IGI i-dí-sú-in,"Witnessed by Aššur-bāni, by Iddin-Suen."
615,,615,0,4.3333 ma-na 5 GÍN.TA AN.NA bi₄-il₅-tám a-dí za-al-pá ik-šu-dam 0.6666 ma-na 5 GÍN AN.NA ta-ší-a-tum ša ša-du-im 4 ma-na AN.NA ni-is-ḫa-tum ša É.GAL i-na ša i-sú-rik₁₃ ša i-ri-šum ub-lá-ni a ma-lá ṭup-pì-šu ú-sà-ni-iq-šu-ma bi₄-il₅-tum 2.5 ma-na im-ṭí i-na AN.NA ša šé-ep i-ri-ší-im 2.3333 ma-na AN.NA i-na i-šé-ra-tim ša É a-lim{ki} i-tí-ra-ma ša-lim-a-šur il₅-qé-šu ,"4.3333 minas 5 shekels accrued (as fees) until Zalpa on each talent of tin; 0.6666 mina 5 shekels of tin were the cost of carriage in the mountains; 4 minas of tin: the import duty of the palace - from Issu-arik's goods that Irišum brought. I checked it in accordance with his letter, and 2.5 minas were missing on each talent. Of the tin transported by Irišum 2.3333 minas of tin from the of the City Hall was in excess, and Šalim-Aššur took it. "
616,,616,0,IGI i-sú-ri-ik IGI i-ri-ší-im,"Witnessed by Issu-arik, witnessed by Irišum."
617,,617,0,3 ma-na 16.1666 GÍN KÙ.BABBAR ki-ma a-šùr-ma-lik DUMU lu-zi-na a-šùr-GAL DUMU ma-nu-um-šu-um-šu i-na ší-im SÍG.ḪI.A ša ú-ší-na-lam il₅-qé ,Aššur-rabi son of Mannum-šumšu has received 3 minas 16.1666 shekel of silver on behalf of Aššur-malik son of Luzina from the proceeds of Ušinalam's wool. 
618,,618,0,IGI i-lá-áš-ra-ni DUMU sú-kà-li-a IGI en-na-sú-in DUMU i-dí-a-bi₄-im,"Witnessed by Ilī-ašrannī son of Sukkalliya, by Enna-Suen son of Iddin-abum."
619,,619,0,1.6666 ma-na 5 GÍN KÙ.BABBAR ku-nu-ki ša šu-ḫu-bur a-na a-lá-ḫi-im e-zi-bu ki-ma a-šùr-be-el-ša-du-e KÙ.BABBAR a-ni-na il₅-qé šu-ma a-na KÙ.BABBAR a-nim ma-ma-an a-na a-lá-ḫi-im i-tù-a-ar a-ni-na DUMU MAN-a-na ú-ba-áb-šu ,"Concerning the 1.6666 mina 5 shekels of sealed silver that Šu-hubur left with Ali-ahum - Annina has received the silver on behalf of Aššur-bēl-šadu'e. If anyone raises claim against Ali-ahum for this silver, Annina son of Puzur-Anna will clear him. "
620,,620,0,IGI a-šur-ba-ni DUMU ku-ta-a IGI ili₅-ba-ni DUMU a-mur-IŠTAR,"Witnessed by Aššur-bāni son of Kutaya, by Ilī-bāni son of Amur-Ištar."
621,,621,0,i-dí-a-bu-um É-tí ša bu-ri-im a-šar ša-lim-a-šùr wa-áš-bu iš-tí tù-ud-ḫa-li-a a-ḫu tù-li iš-a-am a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in ,"Iddin-abum has bought the houses by the well, where Šalim-Aššur is living, from Tudhaliya the brother of Tuli. The Kanesh colony gave us for these proceedings, and we gave a tablet with our testimony before the dagger of Aššur. "
622,,622,0,IGI a-ku-za IGI ú-ra-a IGI a-šùr-ba-ni,"Witnessed by Akuza, by Uraya, by Aššur-bāni."
623,,623,0,18 GÍN KÙ.BABBAR i-ṣé-er ki-da-aḫ-šu ù me-er-i-šu a-lá-ḫu-um i-šu 6 na-ru-uq mì-iš-lam ŠE-um mì-iš-lam₅ ar-ša-tum i-na ḫa-ar-pé-e i-ma-da-ad 15 GÍN KÙ.BABBAR iš-tí ḫa-ar-šu-um-nu-ma-an 5 na-ru-uq mì-iš-lúm ŠE-um mì-iš-lam₅ ar-ša-tim i ḫa-ar-pé-e i-ma-da-ad KÙ.BABBAR a-ni-am wa-al-dí-DINGIR i-dí-in ,"Kid-ahšu and his sons owe 18 shekels of silver to Ali-ahum. He will measure out 6 sacks (of grain), half barley, half wheat at harvest time. 15 shekels of silver is owed by haršumnuman; he will measure out 5 sacks (of grain), half barley, half wheat, at harvest time. Waldi-ilum gave this silver. "
624,,624,0,IGI ḫa-pu-a-šu IGI ma-nu-ba-lúm-a-šur,"Witnessed by happu-aššu, by Mannum-balum-Aššur."
625,,625,0,17 ma-na ḫu-sá-ru-um 21 GÚ URUDU SIG₅ 8 ANŠE ṣa-lá-mu ù ú-nu-sú-nu 20 ma-na ší-ku-um 1 me-at 10 ṣí-pá-ra-tum a-na iš-ri-šu ší-na-tum mì-ma a-nim a-na ma-ma-ḫi-ir ša-lim-a-šùr ip-qí-id a-na ší-a-ma-tim <gap> ma-ma-ḫi-ir ú-bi-il₅ ,"17 minas of lapis lazuli, 21 talents of good copper, 8 black donkeys and their harness, 20 minas of šikku-copper, 110 bronze pins, 10 sets of teeth — all this Salim-Aššur entrusted to Man-mahir. Man-mahir brought it away for purchases. "
626,,626,0,IGI en-na-sú-en DUMU i-ku-a IGI sá-li-a DUMU i-dí-a-šùr IGI SIG₅-pì-a-šùr IGI a-šùr-na-da DUMU en-um-a-šùr,"Witnessed by Enna-Suen son of Ikuwa, by Salliya son of Iddin-Aššur, by Damiq-pi-Aššur, by Aššur-nada son of Ennam-Aššur."
627,,627,0,14 GÚ URUDU SIG₅ ša-bu-ra-am i-ṣé-er i-dí-a-šur DUMU dan-a-šur PUZUR₄.IŠTAR a-ḫi-šu ù i-ku-pí-a DUMU a-šur-i-mì-tí iš-ma-a-šur i-šu iš-tù ITU.KAM ku-zal-lu li-mu-um a-šur-i-mì-tí 1.5 ma-na.TA i-na ITU.KAM a-na GÚ ṣí-ib-tám ú-ṣú-bu URUDU i-na qá-qá-ad šál-mì-šu-nu ù ke-ni-šu-nu ra-ki-is ,"Iddin-Aššur son of Dan-Aššur, Puzur-Ištar, his brother, and Ikūn-pīya son of Aššur-imittī owe 14 talents of good broken copper to Išim-Aššur. Reckoned from the month Kuzallu, eponymy Aššur-imittī, they will pay interest at the rate 1.5 mina per month per talent. They are jointly liable for the copper. "
628,,628,0,IGI a-mur-a-šur DUMU a-šur-be-el-a-wa-tim IGI sú-in-SIPA DUMU a-mur-IŠTAR,"Witnessed by Amur-Aššur son of Aššur-bēl-awātim, by Suen-rē'ī son of Amur-Ištar."
629,,629,0,ra-bi-ṣú-um ša ša-lim-a-šùr a-na en-um-a-šùr ú a-lá-ḫi-im me-er-e ša-lim-a-šùr iṣ-ba-at-ni-a-tí-ma um-ma ra-bi-ṣú-ma ṭup-pá-am ša a-bu-ku-nu KÙ.BABBAR i-na li-bi-ku-nu i-dí-ú-ni-ma ṭup-pá-am um-me-a-nu a-bi-ku-nu ú-kà-i-lu-ni-ma i-na ma-ḫa-ar kà-ri-im um-me-a-nu iš-ku-nu-šu-ni kà-ru-um i-a-tí ip-qí-id-šu ba-a-nim a ma-lá ṭup-pí-im ša a-lim{ki} KÙ.BABBAR ma-lá i-na li-bi-ku-nu <gap>-ma tí-ni <gap> KÙ.BABBAR šu-uq-lá-ma ku-un-kà-ma a-na a-lim{ki} al-kà lá tù-na-a-ni um-ma a-lá-ḫu-um-ma ba-a-am ma-lá a-bu-ni i-na li-bi-ni KÙ.BABBAR i-dí-ú-ni lu ni-iš-qú-ul-ma ú iš-té-e ra-bi-ṣí-im lá-li-kà um-ma en-um-a-šùr-ma a-na ra-bi-ṣí-im-ma a-na pu-tí-a-ma ša-lá-ni-ma ú lá-pu-ul-kà-ma ú a-pu-tí-a-ma lá-li-ik a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in ,"Šalim-Aššur's attorney seized us against Ennam-Aššur and Ali-ahum, Šalim-Aššur's sons, and the attorney said: Your father's investors kept the tablet stating which silver your father set down as owed by you, and the investors placed it in front of the colony. The colony entrusted it to me. Come, in accordance with the tablet of the City pay the silver for which you were noted in the tablet, seal it and go to the City. Do not cheat me."" Ali-ahum answered: ""Come, let us pay what silver our father set down as owed by us and then let me go with the attorney."" Ennam-Aššur answered the attorney: ""Question me right here, and then I shall answer you and I shall leave right now."" The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. "
630,,630,0,IGI PUZUR₄-<gap> DUMU a-šùr-DU₁₀ IGI šu-a-šùr DUMU šu-sú-in,"Witnessed by Puzur-<gap> son of Aššur-ṭāb, by Šu-Aššur son of Šu-Suen."""
631,,631,0,3 ma-na KÙ.BABBAR ṣa-ru-pá-am ša i-ṣé-er šu-IŠTAR ni-mar-IŠTAR ù bu-zi-a a-šur-ma-lik i-šu-ú KÙ.BABBAR ki-ma a-šur-ma-lik šu-IŠTAR il₅-qé šu-ma a-šur-ma-lik a-na bu-zi-a i-tù-ar šu-IŠTAR ú-ba-áb-šu 0.3333 ma-na KÙ.BABBAR ša a-we-el-tim ú 17 GÍN KÙ.BABBAR ša DINGIR-kur-ub šu-ma a-na bu-zi-a i-tù-ru šu-IŠTAR ú-ba-áb-šu ,"As for the 3 minas of refined silver that Šu-Ištar, Nimar-Ištar and Buziya owed to Aššur-malik, on behalf of Aššur-malik Šu-Ištar has received the silver. If Aššur-malik raises claim against Buziya, Šu-Ištar will clear him. As to the 0.3333 mina of silver belonging to the lady and the 17 shekels of silver belonging to Ilī-kurub, if they raise claim against Buziya, Šu-Ištar will clear him. "
632,,632,0,IGI da-dí-a IGI {d}UTU.DU₁₀ IGI tù-ta-a ,"Witnessed by Dādiya, by Šamaš-ṭāb, by Tutaya."
633,,633,0,{d}UTU-e-nam, Šamaš-ennam.
634,,634,0,<gap> ma-na KÙ.BABBAR i-ṣé-er šu-IŠTAR šu-sú-in i-šu KI KÙ.BABBAR šu-IŠTAR uk-ta-al <gap> ší-ta am ri <gap> šu i-sú-rik₁₃ i-ta-ni-tim a-dí-šu-ma a-ma-sú ÌR-sú ú-ba-li-iṭ ,"Šu-Ištar owes <gap> mina of silver to Šu-Suen. Šu-Ištar is held in service by the money. <gap> I gave him <gap> Issu-arik in prayer(?), and revived his maid and his slave. "
635,,635,0,IGI ša-lim-a-šùr IGI i-dí-IŠTAR,"Witnessed by Šalim-Aššur, by Iddin-Ištar."
636,,636,0,i-nu-mì i-dí-a-bu-um a-wa-sú iq-bi-ú 10 ma-na KÙ.BABBAR a-na ša-lim-a-šùr i-dí-in um-ma šu-ut-ma i-na ṣí-ba-at KÙ.BABBAR-pí-a li-il₅-qé ,"When Iddin-abum spoke his will he gave 10 minas of silver to Šalim-Aššur. He said: He may take it out of the interest on my silver."" "
637,,637,0,IGI šu-{d}EN.LÍL IGI ṣí-lu-lu,"Witnessed by Šu-Illil, by Ṣilūlu."""
