,oare_id,aligned_transliteration,aligned_translation,comment
444,58cc8096-5883-4058-9303-ba759e526058_1,ù kà-áp-sí-a DAM a-lá-bi₄-im a-na 1 ma-na 7 GÍN KÙ.BABBAR ḫu-bu-ul pì-lá-aḫ-IŠTAR DUMU a-šur-SIPA 0.3333 ma-na 2.5 GÍN KÙ.BABBAR ša nu-a-im ša ša-<gap>-a lu ḫu-bu-lim ša ḫa-ri-im-tí-im kà-áp-sí-a DAM a-lá-bi₄-im a-na ḫu-dí-da ù me-er-e ḫa-na-na ú-lá i-tù-ar,"And Kapsiya, wife of Ali-abum, for a silver debt of 1 mina and 7 shekels owed by Pilah-Ištar, son of Aššur-rē'ī, for 22 1/2 shekels of silver of the Anatolian of.........., and for the debt owed by Harimtum - Kapsiya, wife of Ali-abum will not raise claims against Hudida and the sons of Hanana.",Segment starts at token 29 (ù); ends at token 65 (i-tù-ar). Suggested interval adjusted accordingly.
445,58cc8096-5883-4058-9303-ba759e526058_2,e-10+5 GÍN ša na-ki-le-ed ú kà-nu šu-ma wa-at-ra-am KÙ.BABBAR ḫa-na-na iš-tí na-ki-le-ed i-le-e i li-bi₄-ša kà-áp-sí-a tí-šu,"If, apart from the 15 shekels, which Nakile'ed has to confirm, Hanana proves to have an additional claim in silver on Nakile'ed, Kapsiya will have a claim on her (Hudida) for the (figurines of the) gods.",Segment starts at token 66 (e-10+5); ends at token 82 (tí-šu). Suggested interval adjusted from 70-86 to 66-82.
446,58cc8096-5883-4058-9303-ba759e526058_3,IGI a-šùr-lá-ma-sí DUMU šu-ku-bi₄-im IGI en-na-nim IGI ú-ba-a IGI šu-mì-a-bi₄-a IGI a-mur-{d}UTU,"In the presence of Aššur-lamassī, son of Šu-Kūbum, of Ennānum, of Ubaya, of Šumi-abiya, and of Amur-Šamaš.",Witness list starts at token 83 (IGI); runs to end of text. Suggested interval adjusted from 86 to 83.
447,5a172055-735c-4baf-91fd-b0a571f754f2_0,KIŠIB a-šur-i-dí KIŠIB en-num-a-šur KIŠIB en-num-a-šur,Seal of Aššur-idī seal of Ennam-Aššur seal of Ennam-Aššur.,Interval (0-6) matches the three seal impressions; guide and HQ translation align well.
448,5a172055-735c-4baf-91fd-b0a571f754f2_1,ša ḫu-bu-ul en-num-a-šur 0.6666 ma-na 5 GÍN AN.NA i-ṣé-er en-um-a-šur lu-zi i-šu iš-tù ḫa-mu-uš-tim ša i-tur₄-DINGIR ú PUZUR₄-ša-du-e a-na ITU.KAM i-ša-qal šu-ma lá iš-qú-ul 3 GÍN.TA a-na 1 ma-na-im ú-ṣa-áb ITU.KAM ku-zal-li li-mu-um {d}UTU-ba-ni,Concerning Ennam-Aššur's debt. Ennam-Aššur owes 0.6666 mina 5 shekels of tin to Luzi. Reckoned from the week of Itūr-ilī and Puzur-šadu'e he must pay in one month. If he has not paid he will add (interest) at the rate 3 shekels per mina. Month Kuzallu eponymy Šamaš-bāni.,Interval (6-end) covers debt clause through date formula; guide translation confirmed by HQ translation.
449,5abd5819-2c99-4881-90b1-cb9759f7623b_0.0,<gap>,Witnesses: Amurrum-bāni s. Manana; Ṣilūlu s. Uku(a); Aššur-mālik s. Al-aḫim; and Adada the scribe.,The witness list for the tin and textiles tablet falls in the gap/missing portion of the transliteration not preserved in the given text; the suggested interval (189;105) appears misplaced or refers to content beyond the extant transliteration.
450,5bc129ab-3f22-45d9-9a7e-0327aa3cfc1c_0.0,KIŠIB a-ta-ta DUMU ša-lim-a-šur KIŠIB lá-qé-ep DUMU a-šur-i-dí KIŠIB en-um-A-šur wa-ar-dum ša ḫu-ra-ṣa-nim,Seal of Atata son of Šalim-Aššur, seal of Lā-qēp son of Aššur-idī
451,5c5db0da-18fc-41f3-b744-41f23fb2db09_0.0,a-na ša ki-ma i-a-tí qí-bi-ma,Say to my representatives:,Interval adjusted to end at token 4 (qí-bi-ma)
452,5c5db0da-18fc-41f3-b744-41f23fb2db09_1.0,a-ma-kam a-šur-ták-lá-ku pí-šu li-ip-té-ma <gap> ma-na LÁ 1 GÍN KÙ.BABBAR ša-áš-qí-lá-šu,Here Aššur-taklāku should make a statement and then make him pay x mina minus 1 shekels of silver.,Interval adjusted to end at token 15 (ša-áš-qí-lá-šu)
453,5c5db0da-18fc-41f3-b744-41f23fb2db09_2.0,lá ta-ga-mì-lá-šu (5 broken lines) <gap>,Have no consideration with him!,Interval adjusted to include broken lines marker and gap
454,5c5db0da-18fc-41f3-b744-41f23fb2db09_3.0,ma-na <gap>-i-dí DUMU lá+lá-<gap> KÙ.BABBAR 10 ma-na <gap>-ba-ni ḫa-ra-an <gap>-a na-ší,Broken Back that has no translation,Remainder of tablet is too fragmentary for translation
455,0.0,ša-lim-a-šùr a-na me-er-e i-dí-a-bi₄-im iṣ-ba-at-ni-a-tí-ma,Šalim-Aššur seized us in his case against the sons of Iddin-abum,Interval (0-5) confirmed correct
456,1.0,um-ma ša-lim-a-šùr-ma a-na ṭup-pì-im ša a-lim{ki} ša ra-bi₄-ṣú-um ub-lá-ni ù ší-ma-tim mì-ma ta-tù-ra-nim ša 7 um-me-a-nu a-wa-tí-ni ig-mu-ru-ni,"Šalim-Aššur said: ""Do you contest the tablet from the City assembly that the attorney brought as well as the testament according to which 7 investors concluded our case?""",Interval (5-23) confirmed correct
457,2.0,um-ma me-er-ú i-dí-a-bi₄-im-ma <gap> ša-lá-áš-tù-ma šu-nu a-na mì-ma šu-um-šu lá ni-tù-ra-kum,"Iddin-abum's sons answered, all three of them: ""We do not contest anything against you.""",Interval (23-34) confirmed correct; <gap> likely a lost word; note 'sons' (plural) per context
458,3.0,um-ma šu-be-lúm-ma a-na lu-qú-tim ša É a-šùr-be-el-a-wa-tim a-na-ku a-šé-e-kà,"Šu-Bēlum said: ""I sue you for the goods from Aššur-bēl-awātim's house.""",Interval (34-43) confirmed correct
459,4.0,um-ma a-ḫu-šu-ma né-nu ú-lá ni-tù-ra-kum,"His brothers said: ""As for us, we have no claims against you.""",Interval (43-48) confirmed correct; 'brothers' implied by a-ḫu-šu-ma
460,5.0,um-ma ša-lim-a-šùr-ma ša ni-iš a-lim{ki} ta-mu-ú lu ú-kà-al ki-ma a-na a-wa-tim ga-am-ra-tim i-tù-ru,"Šalim-Aššur said: ""Keep in mind what has been sworn by an oath by the City, since he (now) raises claim in a concluded case!""",Interval (48-61) confirmed correct
461,6.0,um-ma šu-be-lúm-ma zu <gap> a-ḫe-e-a KÙ.BABBAR ù ṣí-ba-sú tù-ma-li,"Šu-Bēlum answered: ""Have you paid in full... of my brothers, the silver and its interest?""",Interval adjusted to (61-70); suggested end of 72 was too far; um-ma ša-lim-a-šur-ma belongs to next segment
462,7.0,um-ma ša-lim-a-šur-ma dí-ik-ma-am ù nu-ra-am ú-ma-li,"Šalim-Aššur said: ""I have paid in ashes(?) and light.""",Interval adjusted to (70-76); suggested (72-78) was off by two words
463,8.0,IGI PUZUR₄.SA.TU IGI EN.LÍL-ba-ni IGI a-šùr-GAL,"Witnessed by Puzur-šadu'e, by Illil-bāni, by Aššur-rabi.",Interval (76-82) confirmed correct; suggested (78-84) was off
464,9.0,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ší-bu-tí-ni ni-dí-in,The Kanesh colony gave us for these proceedings and we gave our testimony.,Interval (82-89) confirmed correct; suggested (84-90) slightly off
465,0.0,ša-lim-a-šùr ù šu-be-lúm iṣ-bu-tù-ni-a-tí-ma,Šalim-Aššur and Šu-Bēlum seized us,Tokens 0-3; interval (0-4) correct
466,1.0,um-ma šu-be-lúm-ma a-na ša-lim-a-šùr-ma a-bi a-ta a-na É a-bi-a a-na mì-ma a-na a-wa-tí-kà ga-ma-ri-im a-li-kam i-a-tí i pá-ni a-ḫi-e-a KÙ.BABBAR ša ta-da-nim dí-nam,"and Šu-Bēlum said to Šalim-Aššur: ""You are my father, I have come to conclude your case about everything relating to my paternal house. Give me what silver there is to give before my brothers.""",Tokens 4-26; interval (4-27) correct
467,2.0,um-ma ša-lim-a-šùr-ma 15 ma-na KÙ.BABBAR a-ma i-na pá-ni a-ḫe-kà ta-lá-qé a-ma bu-zu-a qá-ta-tù-a,"Šalim-Aššur answered: ""You will indeed receive 15 minas of silver before your brothers."" ""Now, Buzuwa is my guarantor.""",Tokens 27-39; interval adjusted to (27-40)
468,3.0,um-ma ša-lim-a-šur-ma i-na ga-ma-ar a-wa-tim ki-ma ku-a-tí ma-nam tù-šé-ša-áb,"Šalim-Aššur continued: ""At the conclusion of the matter who will you have sit down on your behalf?""",Tokens 40-48; interval adjusted to (40-49)
469,4.0,um-ma šu-be-lúm-ma bu-zu-a ù a-gi-a ki-ma i-a-tí ú-šé-ša-áb KÙ.BABBAR ša i pá-ni a-ḫe-e-a ta-da-na-ni KÙ.BABBAR 2 ší-na KÙ.BABBAR lu-ṣa-ḫi-ru-ni-kum,"Šu-Bēlum answered: ""I shall have Buzuwa and Agiya sit down for me. The silver that you will give me before my brothers, those two will deduct that silver for you.""",Tokens 49-67; interval adjusted to (49-68)
470,5.0,um-ma ša-lim-a-šùr-ma šu-ma-ba bu-zu-a ù a-gi-a i-na ga-ma-ar a-wa-tim lá tù-uš-té-ší-ib,"Šalim-Aššur said: ""And if indeed you have not had Buzuwa and Agiya sit down when the case is concluded?""",Tokens 68-78; interval adjusted to (68-79)
471,6.0,um-ma šu-be-lúm-ma šu-ma bu-zu-a ù a-gi-a-a i-ga-ma-ar a-wa-tim lá uš-té-ší-ib a-na 5 ma-na KÙ.BABBAR ša bu-zu-a e-pu-li-ni mì-ma lá ta-da-nam,"Šu-Bēlum answered: ""If I have not had Buzuwa and Agiya sit down at the conclusion of the case, you shall not give me anything for the 5 minas of silver that Buzuwa balanced for me.""",Tokens 79-98; interval adjusted to (79-99)
472,7.0,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger.,Tokens 99-110; interval (99-111) correct
473,8.0,IGI en-na-nim IGI a-gi-a <gap> {d}IM.GAL DUMU bu-zi tap-,Witnessed by Ennānum by Agiya; Adad-rabi son of Buzi was our (absent) partner.,Tokens 111-119; interval (111-120) correct
474,0.0,a-na ku-li-a qí-bi-ma um-ma a-sà-num-ma,To Kuliya thus Asānum:,Interval 0-4; clean opening formula
475,1.0,a-na-kam i-qá-qá-ar ší-a-ma-tim wa-áš-ba-ku ú ší-mu-um ma-ad,I am staying there in an area of purchases and there is much for sale!,Interval 5-11; suggested interval correct
476,2.0,ší-ma-am ša ta-šé-e-ú i li-bi-kà ša ba-lá-ṭí-kà ú ba-lá-ṭí-ni a-na-kam-ma ú-šé-lá,Purchases at which you are striving which will secure you and us a profit I can send up from here.,Interval 12-22; suggested interval correct
477,3.0,šál-ma-ku mì-ma i li-bi₄-kà lá ta-na-ḫi-id,I am well there is not a reason to worry.,Interval 23-28; suggested end adjusted from 29 to 28 (lá ta-na-ḫi-id ends clause)
478,4.0,ší-ma-am šu-ra-am ša i-dí-ú i li-bi-i ma-tí-im ša ḫa-tim KÙ.BABBAR šé-bi-lá-ma ší-ma-am lá-áš-a-am-ma a-pí-iš ku-ku-ú-ma e-ra-ba-ni,.......... purchase goods which they have stocked in Hattum's hinterland send me silver then I will make purchases and since Kukū is about to arrive,Interval 29-44; suggested end adjusted from 45 to 44; lu-šé-ri-ba-am begins next segment
479,5.0,lu-šé-ri-ba-am ki-ma KÙ.BABBAR ṭa-aḫ-dum i-na ḫa-tim i-né-pu-šu-ni ú li-ba-kà i-ḫa-du-ú e-pu-uš KÙ.BABBAR ú-lá tù-šé-bi-lam ší-ma-am ša ú-šé-ra-ba-ni ta-ma-ar li-ba-kà e im-ra-aṣ,let him bring them in. Take action so that an abundance of silver can be earned in Hattum and you can rejoice lest you will regret not having sent me silver when you see what purchases I am bringing in!,Interval 45-65; suggested start adjusted from 45 to 45 and end adjusted from 66 to 65
480,6.0,a-bi-i a-ta be-lí a-ta KÙ.BABBAR ša e-na-na-tum i-dí-na-ni i-na {d}UTU-ši ú-ṣa-ni ú-ku-ba-ku-ma KÙ.BABBAR lá ú-me-er,My father my lord as for the silver that Enannātum gave me the day I left I was so pressed that I did not stock that silver.,Interval 66-80; suggested interval adjusted from 66-82 to 66-80
481,7.0,KÙ.BABBAR šé-bi-lam-ma iš-tí KÙ.BABBAR a-nim lu ší-pí-ir-šu,Send me silver and let him be the messenger coming with that silver.,Interval 81-87; suggested interval adjusted from 82-89 to 81-87; KÙ.BABBAR at 81 begins new clause
482,8.0,KÙ.BABBAR e-lá tù-šé-bi-lam-ma li-ba-kà ú li-bi-i e im-ra-aṣ,Do not fail to send silver lest both you and I will regret it!,Interval 88-95; suggested interval adjusted from 89-96 to 88-95
483,9.0,ḫa-nu-ba a-na-kam ú-ta-za-am um-ma šu-ut-ma a-dí-i na-áš-pè-er-tám ša ku-li-a a-ša-me-ú a-ma-kam a-ma-tim lá,Here Hanuba keeps complaining saying: Until I hear a letter of Kuliya I will not release the slave-girls over there.,Interval 96-108; text ends here in preserved transliteration; suggested interval 96-109 adjusted to 96-108
484,10.0,[tablet broken / continuation not preserved in transliteration],His representatives too spoke in the same strain.,Interval beyond preserved text; suggested interval (110-109) is corrupt/reversed indicating missing text
485,11.0,[tablet broken / continuation not preserved in transliteration],Please see to it as the gentleman you are that a favorable letter of yours reaches Šu-Suen Hanuba Puzur-Lama me and your caravan.,Interval beyond preserved text; suggested interval (115-109) is corrupt/reversed indicating missing text
486,12.0,[tablet broken / continuation not preserved in transliteration],Do what you can to bring your caravan and the slave-girls in.,Interval beyond preserved text; suggested interval (130-109) is corrupt/reversed indicating missing text
487,60df6072-d6c2-4c92-8644-7d9938aeb3d6_0,10 ma-na KÙ.BABBAR ṣa-ru-pá-am ma-áš-kà-tám i-ṣé-er a-sà-nim <gap> ṣú-ḫa-ri-šu ú ku-li-a DUMU a-lá-bi-im,10 minas of refined silver, on which a claim rests
488,60df6072-d6c2-4c92-8644-7d9938aeb3d6_1,i-šu-ú a-na ša-na-at KÙ.BABBAR i-ša-qal,He will pay the silver in one year.,Suggested interval (14
489,60df6072-d6c2-4c92-8644-7d9938aeb3d6_2,ITU.1.KAM qá-ra-a-tum li-mu-um i-na-sú-in DUMU i-dí-a-bi-im,Month VIII, eponymy of Ennam-Suen
490,0.0,a-na i-dí-ku-bi-im a-na-aḫ-ì-lí ú PUZUR₄-a-šùr a-na a-na-aḫ-ì-lí qí-bi-ma um-ma ku-li-a-ma,"To Iddin-Kūbum, Anah-ilī, and Puzur-Aššur, especially to Anah-ilī, thus says Kuliya:",Tokens 0-9; interval (0-10) adjusted to end before 1.3333 mina
491,1.0,1.3333 ma-na ú ṣí-ba-tí-šu KÙ.BABBAR a-na a-bu-ša-lim DUMU en-na-sú-in ḫa-bu-lá-tí-ma,"You owe to Abu-šalim, son of Ennam-Suen, 1 1/3 mina of silver plus its accumulated interest.",Tokens 10-19; interval (11-20) shifted by 1
492,2.0,na-áš-pé-er-tum ša a-šùr-DU₁₀ i-li-kam-ma a-na 1 ma-na KÙ.BABBAR a-wa-at-kà i-gi₅-mì-ir,A letter of Aššur-ṭāb arrived here and for an amount of 1 mina of silver your affair has been settled.,Tokens 20-29; interval (20-32) trimmed before šu-a-tí-i
493,3.0,KÙ.BABBAR šu-a-tí-i a-na-ku a-pu-ul,I myself have guaranteed that amount of silver.,Tokens 30-33; interval (32-37) adjusted
494,4.0,a-ḫa-ma 0.3333 ma-na KÙ.BABBAR ba-áb DINGIR a-na a-bi₄-ni ta-dí-i,Moreover you have assigned 1/3 mina of silver to our father in the Gate of the god.,Tokens 34-42; interval (37-43) adjusted to include a-ḫa-ma
495,5.0,iš-té-ni-iš ša 1.3333 ma-na KÙ.BABBAR ṭup-pá-kà al-pu-ut na-áš-pé-er-tám ša ku-nu-ki-a ša 1 ma-na KÙ.BABBAR tù-kà-a-al ú ša-ni-tám ša 0.3333 ma-na KÙ.BABBAR tù-kà-a-al,I drew up your tablet for a total of 1 1/3 mina of silver; you have in your possession a letter with my seal (good) for 1 mina of silver and a second (good) for 1/3 mina of silver.,Tokens 43-64; interval (43-57) extended to include full sentence
496,6.0,táq-bi₄-a-am um-ma a-ta-ma a-li-ik-ma ṭup-pá-am ša ku-nu-uk a-šùr-DU₁₀ li-qí-a-am ṭup-pá-am ša ku-nu-uk a-šùr-DU₁₀ al-qé-a-ku ša a-bu-šu ú šu-ut a-na ku-a-tí ú me-er-i-e-kà lá i-tù-ru-ni,"You told me as follows: 'Go and obtain for me a tablet sealed by Aššur-ṭāb,' and I obtained for you a tablet sealed by Aššur-ṭāb, stating that neither his father nor he himself will come back on you and your sons.",Tokens 65-88; interval (57-89) adjusted
497,7.0,a-ḫi a-ta 1.3333 ma-na KÙ.BABBAR ku-nu-uk-ma a-na PUZUR₄-a-šùr pí-qí-id-ma lu-ub-lam,"Please, my brother, put 1 1/3 mina of silver under seal and entrust it to Puzur-Aššur to bring it here.",Tokens 89-98; interval (89-99) adjusted
498,8.0,ṭup-pá-am ša ku-nu-uk a-šùr-DU₁₀ ú ṭup-pá-am,Send me a message then I will give both the tablet sealed by Aššur-ṭāb and the one of 1 1/3 mina of silver with your own seal to your representatives.,Tokens 99-104; text truncated — remainder of full tablet not provided in transliteration
499,9.0,[continued text not provided in transliteration],"And then they should release to me the two letters of mine with my seal, which you have in possession, to cancel them.",Interval (117-?) — text not provided in supplied transliteration
500,10.0,[continued text not provided in transliteration],"My dear brother, it is now two years that you keep this silver at your disposal.",Interval (126-?) — text not provided in supplied transliteration
501,11.0,[continued text not provided in transliteration],"Though I sent my servants to you, you did not send me the silver and this caused me expenses of six shekels of silver.",Interval (136-?) — text not provided in supplied transliteration
502,12.0,[continued text not provided in transliteration],"Please, my brother, send the silver and give the six shekels of silver, the expenses he incurred, to Puzur-Aššur.",Interval (147-?) — text not provided in supplied transliteration
503,13.0,[continued text not provided in transliteration],Realize what my favors to you mean!,Interval (160-?) — text not provided in supplied transliteration
504,6131d12a-0906-4306-95a3-e0ea57efaac4_0.0,15.3333 GÍN KÙ.BABBAR ší-im URUDU i-na li-bi₄ ku-lu-ú DUMU a-šur-ma-lik,15 1/3 shekels of silver the price of copper is owed by Kullu son of Aššur-malik.,Interval (1-10) correct; covers main transaction clause up to and including a-šur-ma-lik
505,6131d12a-0906-4306-95a3-e0ea57efaac4_1.0,IGI a-lá-ḫi-im kà-ṣa-ri-šu IGI ma-nu-um-ba-lum-a-šur DUMU a-šur-re-i,Witnessed by Al-aḫum his transporter by Mannum-bālum-Aššur son of Aššur-rē'ī.,Interval (11-17) corrected from (10-17); witness clause beginning with IGI
506,0.0,a-na ku-li-a ḫa-nu-nu ú-ṣur-ša-a-šur a-šur-lá-ma-sí a-na u-ṣú-ur-ša-a-šur qí-bi₄-ma um-ma pì-lá-aḫ-IŠTAR,"Say to Kuliya, Hanunu, Uṣur-ša-Aššur, (and) Aššur-lamassī, (in particular) to Uṣur-ša-Aššur, thus Pilah-Ištar:","Interval (0,11) adjusted to include token 10 (pì-lá-aḫ-IŠTAR) as it completes the addressee/sender formula"
507,1.0,0.3333 ma-na 7 GÍN KÙ.BABBAR ša a-šur ša ma-ṣa-ar-tí ù be-té-e iš-tù 4 ša-na-té-e a-dí-na-ku,"27 shekels of silver of Aššur, of the strong room and the house(s), I gave you four years ago.","Interval (11,25) fits well; tokens 11-24 cover the silver amount and giving statement"
508,2.0,um-ma a-ta-ma,You (then) said:,"Interval (25,27) correct; um-ma a-ta-ma = 'thus you said'"
509,3.0,a-ḫi-i i-na ma-a-ma a-ma-ḫa-ar-ma KÙ.BABBAR 3 ma-na na-ší ú KÙ.BABBAR-áp-kà ú-šé-ba-lá-ku ú KÙ.BABBAR 1 GÍN a ni-na-ša ú-šé-ba-lá-ku,"'I will turn to my brother in Mamma who is carrying 3 minas of silver, and I will send you your silver. Moreover, I will send to you, to Nenassa every (possible) shekel of silver'.","Interval (27,89) begins the quoted speech; segment covers the quoted promises about silver repayment"
510,630b0dbe-3124-44ba-bd08-5b03c38ad771_0.0,KIŠIB en-nam-a-šur DUMU um-ma-sá,"Seal of Ennam-Aššur, son of Ummassa.",Tokens 0-3; clean segment boundary
511,630b0dbe-3124-44ba-bd08-5b03c38ad771_1.0,a-šur-DÙL DUMU a-šùr-ša-dí-li ki-ma ku-li-a DUMU a-lá-bi₄-im a-na a-šur-e-mu-qí DUMU šu-ra-ma iṣ-ba-at-ni-a-tí-ma um-ma a-šur-DÙL-ma KÙ.BABBAR-áp be-lúm-ba-ni DAM.GÀR-ri-im ša ku-li-a tal-qé lá tal-qé-e IGI a-ni-e-ma i-ki-ir ú-ul kà-i-in,"Aššur-ṣulūlī, son of Aššur-šād-ilī representing Kuliya, son of Ali-abum, seized us against Aššur-emūqī, son of Šu-rama, and Aššur-ṣulūlī said as follows: The silver of Bēlum-bāni, the agent of Kuliya, did you take it, yes or no? Deny or confirm before these men.","Tokens 4-30; suggested interval (4,31) is correct"
512,630b0dbe-3124-44ba-bd08-5b03c38ad771_2.0,um-ma a-šur-e-mu-qí-ma al-qé ú al-qé-ma ú u₄-ma-am a-lá-qé-ma,"Aššur-emūqī said: I took it, yes I took it and today I would (again) take it!","Tokens 31-38; suggested interval (31,39) is correct"
