,id,source_id,row_index,segment_idx,akk,eng,transliteration,translation
211,211,,227,0,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-na-ni-ma IGI GÍR ša a-šùr <gap>, For these words the Kanesh colony made me available and before Aššur's dagger I gave my testimony.,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-na-ni-ma IGI GÍR ša a-šùr <gap>, For these words the Kanesh colony made me available and before Aššur's dagger I gave my testimony.
212,212,,228,0,KIŠIB en-um-a-šur DUMU šu-{d}EN.LÍL KIŠIB šu-IŠTAR DUMU šu-ki-tim,"Seal of Ennam-Aššur son of Šu-Illil, seal of Šu-Ištar son of Šukkutum.",KIŠIB en-um-a-šur DUMU šu-{d}EN.LÍL KIŠIB šu-IŠTAR DUMU šu-ki-tim,"Seal of Ennam-Aššur son of Šu-Illil, seal of Šu-Ištar son of Šukkutum."
213,213,,229,0,KIŠIB šu-IŠTAR DUMU šu-a-a ,Seal of Šu-Ištar son of Šuaya.,KIŠIB šu-IŠTAR DUMU šu-a-a ,Seal of Šu-Ištar son of Šuaya.
214,214,,230,0,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-ma IGI GÍR ša a-šur ší-bu-tí a-dí-in DINGIR-ba-ni DUMU ú-zu-a tap-pá-i, The Kanesh colony gave me for these proceedings and I gave my testimony before Aššur's dagger. Ilī-bāni son of Uzuwa was my absent partner.,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-ma IGI GÍR ša a-šur ší-bu-tí a-dí-in DINGIR-ba-ni DUMU ú-zu-a tap-pá-i, The Kanesh colony gave me for these proceedings and I gave my testimony before Aššur's dagger. Ilī-bāni son of Uzuwa was my absent partner.
215,215,,231,0,KIŠIB i-dí-a-bi₄-im DUMU i-tur₄-DINGIR KIŠIB ú-nu-ba KIŠIB a-ší-a-at ,"Seal of Iddin-abum son of Itūr-ilī, seal of Unuba, seal of Ašiat.",KIŠIB i-dí-a-bi₄-im DUMU i-tur₄-DINGIR KIŠIB ú-nu-ba KIŠIB a-ší-a-at ,"Seal of Iddin-abum son of Itūr-ilī, seal of Unuba, seal of Ašiat."
216,216,,232,0,15 ma-na URUDU ma-sí-a-am i-ṣé-er ú-nu-ba ú a-ší-a-at wa-ar-dí ša dan-a-šur lu-zi i-šu iš-tù ḫa-mu-uš-tim ša {d}MAR.TU-ba-ni ú a-šur-na-da a-na 4 ḫa-am-ša-tim i-ša-qú-lu i-na áb-na-tí-ni i-ša-qú-lu šu-ma lá iš-qú-lu ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣú-bu ITU.KAM ḫu-bu-ur li-mu-um i-dí-a-bu-um," Unuba and Ašiat, Dan-Aššur's slaves, owe 15 minas of washed copper to Luzi. Reckoned from the week of Amurrum-bāni and Aššur-nādā they must pay within 4 weeks. They must pay using our weight stones. If they have not paid (in time) they must add interest in accordance with the rule of the colony. Month hubur eponymy Iddin-abum.",15 ma-na URUDU ma-sí-a-am i-ṣé-er ú-nu-ba ú a-ší-a-at wa-ar-dí ša dan-a-šur lu-zi i-šu iš-tù ḫa-mu-uš-tim ša {d}MAR.TU-ba-ni ú a-šur-na-da a-na 4 ḫa-am-ša-tim i-ša-qú-lu i-na áb-na-tí-ni i-ša-qú-lu šu-ma lá iš-qú-lu ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣú-bu ITU.KAM ḫu-bu-ur li-mu-um i-dí-a-bu-um," Unuba and Ašiat, Dan-Aššur's slaves, owe 15 minas of washed copper to Luzi. Reckoned from the week of Amurrum-bāni and Aššur-nādā they must pay within 4 weeks. They must pay using our weight stones. If they have not paid (in time) they must add interest in accordance with the rule of the colony. Month hubur eponymy Iddin-abum."
217,217,,233,0,a-na a-lá-ḫi-im ú a-šùr-ma-lik ,To Ali-ahum and Aššur-malik; ,a-na a-lá-ḫi-im ú a-šùr-ma-lik ,To Ali-ahum and Aššur-malik; 
218,218,,234,0,KIŠIB i-dí-a-bi-im,Seal of Iddin-abum.,KIŠIB i-dí-a-bi-im,Seal of Iddin-abum.
219,219,,235,0,KIŠIB la-qé-pì-im DUMU a-šur-ma-lik KIŠIB dan-a-a DUMU a-ta-a KIŠIB im-dí-DINGIR DUMU šu-lá-ba-an ,"Seal of Lā-qēpum, son of Aššur-mālik. seal of Dannaya, son of Ataya, seal of Imdī-ilum, son of Šu-Labān,",KIŠIB la-qé-pì-im DUMU a-šur-ma-lik KIŠIB dan-a-a DUMU a-ta-a KIŠIB im-dí-DINGIR DUMU šu-lá-ba-an ,"Seal of Lā-qēpum, son of Aššur-mālik. seal of Dannaya, son of Ataya, seal of Imdī-ilum, son of Šu-Labān,"
220,220,,236,0,ša 10 ma-na AN.NA ša i-ku-pì-IŠTAR a-na e-lá-ma i-di-nu 1.6666 ma-na KÙ.BABBAR im-dí-DINGIR il₅-qé šu-ma um-me-a-nu i-ku-pì-IŠTAR ú-la me-er-ú-šu a-na e-lá-ma i-tù-ru im-dí-DINGIR ú-ba-áb-šu, that for the 10 minas of tin that Ikūn-pī-Ištar had given to Elamma Imdī-ilum received 1.6666 mina of silver. If the investors of Ikūn-pī-Ištar or his sons raise a claim against Elamma Imdī-ilum will clear him.,ša 10 ma-na AN.NA ša i-ku-pì-IŠTAR a-na e-lá-ma i-di-nu 1.6666 ma-na KÙ.BABBAR im-dí-DINGIR il₅-qé šu-ma um-me-a-nu i-ku-pì-IŠTAR ú-la me-er-ú-šu a-na e-lá-ma i-tù-ru im-dí-DINGIR ú-ba-áb-šu, that for the 10 minas of tin that Ikūn-pī-Ištar had given to Elamma Imdī-ilum received 1.6666 mina of silver. If the investors of Ikūn-pī-Ištar or his sons raise a claim against Elamma Imdī-ilum will clear him.
221,221,,237,0,KIŠIB {d}MAR.TU-ba-ni DUMU ma-na-na KIŠIB pu-šu-ke-en₆ DUMU sú-e-a ,"Seal of Amurrum-bāni son of Manana, seal of Pūšu-kēn son of Sueyya.",KIŠIB {d}MAR.TU-ba-ni DUMU ma-na-na KIŠIB pu-šu-ke-en₆ DUMU sú-e-a ,"Seal of Amurrum-bāni son of Manana, seal of Pūšu-kēn son of Sueyya."
222,222,,238,0,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dì-ni-a-tí-ma IGI GÍR ša {d}a-šùr ší-bu-tí-ni ni-dí-in, The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. ,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dì-ni-a-tí-ma IGI GÍR ša {d}a-šùr ší-bu-tí-ni ni-dí-in, The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. 
223,223,,239,0,KIŠIB šu-be-lim DUMU i-sú-rik₁₃ ,Seal of Šu-Bēlum son of Issu-arik;,KIŠIB šu-be-lim DUMU i-sú-rik₁₃ ,Seal of Šu-Bēlum son of Issu-arik;
224,224,,240,0,a-na en-na-sú-in a-ḫi-šu ú a-lá-ḫi-im DUMU šál-ma-a-šur, to his brother Enna-Suen and to Ali-ahum son of Šalim-Aššur.,a-na en-na-sú-in a-ḫi-šu ú a-lá-ḫi-im DUMU šál-ma-a-šur, to his brother Enna-Suen and to Ali-ahum son of Šalim-Aššur.
225,225,,241,0,KIŠIB IŠTAR-pá-li-il₅ DUMU šu-ku-bi₄-im KIŠIB ni-mar-IŠTAR DUMU ba-la KIŠIB a-bu-ša-lim DUMU ì-lí-a-lúm ,"Seal of Ištar-pālil, son of Šu-Kūbum, seal of Nimar-Ištar, son of Bala, seal of Abu-šalim, son of Ilī-ālum.",KIŠIB IŠTAR-pá-li-il₅ DUMU šu-ku-bi₄-im KIŠIB ni-mar-IŠTAR DUMU ba-la KIŠIB a-bu-ša-lim DUMU ì-lí-a-lúm ,"Seal of Ištar-pālil, son of Šu-Kūbum, seal of Nimar-Ištar, son of Bala, seal of Abu-šalim, son of Ilī-ālum."
226,226,,242,0,0.5 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er IŠTAR-pá-li-il₅ DUMU šu-ku-bi₄-im DAM.GÀR-ru-um i-šu iš-tù ḫa-muš-tim ša {d}EN.LÍL-ba-ni ITU.KAM ṭí-i-na-tim 1 GÍN.TA i-na ITU.KAM a-na KÙ.BABBAR a-nim ṣí-ib-tám ú-ṣa-áb li-mu-um ḫa-na-na-ru-um ," 0.5 mina of refined silver Ištar-pālil, son of Šu-Kūbum, owes to the creditor. From the week-eponymy of Ellil-bāni, month X, he will add 1 shekel per month for this silver. Eponymy of hanna-nārum. ",0.5 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er IŠTAR-pá-li-il₅ DUMU šu-ku-bi₄-im DAM.GÀR-ru-um i-šu iš-tù ḫa-muš-tim ša {d}EN.LÍL-ba-ni ITU.KAM ṭí-i-na-tim 1 GÍN.TA i-na ITU.KAM a-na KÙ.BABBAR a-nim ṣí-ib-tám ú-ṣa-áb li-mu-um ḫa-na-na-ru-um ," 0.5 mina of refined silver Ištar-pālil, son of Šu-Kūbum, owes to the creditor. From the week-eponymy of Ellil-bāni, month X, he will add 1 shekel per month for this silver. Eponymy of hanna-nārum. "
227,227,,243,0,KIŠIB IŠTAR-pá-li-il₅ DUMU šu-ku-bi₄-im KIŠIB a-šùr-iš-ti-kál DUMU ḫi-na-a KIŠIB a-lá-ḫi-im DUMU sú-sà-a-a KIŠIB PÚZUR.IŠTAR DUMU šu-ku-bi₄-im KIŠIB be-lúm-ba-ni DUMU ga-zi-a KIŠIB áb-ša-lim ,"Seal of Ištar-pālil, son of Šu-Kūbum, seal of Aššuriš-tikal, son of hinnāya, seal of Ali-ahum, son of Susāya, seal of Puzur-Ištar, son of Šu-Kūbum, seal of Bēlum-bāni, son of Gaziya, seal of Ab-šalim,",KIŠIB IŠTAR-pá-li-il₅ DUMU šu-ku-bi₄-im KIŠIB a-šùr-iš-ti-kál DUMU ḫi-na-a KIŠIB a-lá-ḫi-im DUMU sú-sà-a-a KIŠIB PÚZUR.IŠTAR DUMU šu-ku-bi₄-im KIŠIB be-lúm-ba-ni DUMU ga-zi-a KIŠIB áb-ša-lim ,"Seal of Ištar-pālil, son of Šu-Kūbum, seal of Aššuriš-tikal, son of hinnāya, seal of Ali-ahum, son of Susāya, seal of Puzur-Ištar, son of Šu-Kūbum, seal of Bēlum-bāni, son of Gaziya, seal of Ab-šalim,"
228,228,,244,0,DAM a-lá-ḫi-im 0.5 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er IŠTAR-pá-li-il₅ áb-ša-lim DAM a-lá-ḫi-im ù DUMU-e a-lá-ḫi-im DAM.GÀR i-šu iš-tù ḫa-mu-uš-tim ša ḫa-na-a ITU.KAM kán-war-ta 0.5 GÍN.TA ṣí-ib-tám i-na ITU.KAM a-na 1 ma-na-im ú-ṣú-bu KÙ.BABBAR i qá-qá-ad šál-mì-šu-nu ú ke-ni-šu-nu ra-ki-is li-mu-um ḫa-na-na-ru-um i ša-ḫa-at áb-ša-lim ú me-er-e a-," the wife of Ali-ahum. 0.5 mina of refined silver Ištar-pālil, Ab-šalim, the wife of Ali-ahum, and the sons of Ali-ahum owe to the creditor. From the week-eponymy of hanāya, month IX, they will add 1.5 shekel as interest per month per mina. The silver is bound on the one of them who is solvent and reliable. Eponymy of hanna-nārum.",DAM a-lá-ḫi-im 0.5 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er IŠTAR-pá-li-il₅ áb-ša-lim DAM a-lá-ḫi-im ù DUMU-e a-lá-ḫi-im DAM.GÀR i-šu iš-tù ḫa-mu-uš-tim ša ḫa-na-a ITU.KAM kán-war-ta 0.5 GÍN.TA ṣí-ib-tám i-na ITU.KAM a-na 1 ma-na-im ú-ṣú-bu KÙ.BABBAR i qá-qá-ad šál-mì-šu-nu ú ke-ni-šu-nu ra-ki-is li-mu-um ḫa-na-na-ru-um i ša-ḫa-at áb-ša-lim ú me-er-e a-," the wife of Ali-ahum. 0.5 mina of refined silver Ištar-pālil, Ab-šalim, the wife of Ali-ahum, and the sons of Ali-ahum owe to the creditor. From the week-eponymy of hanāya, month IX, they will add 1.5 shekel as interest per month per mina. The silver is bound on the one of them who is solvent and reliable. Eponymy of hanna-nārum."
229,229,,245,0,a-na en-nu-um-a-šur ,To Ennam-Aššur; ,a-na en-nu-um-a-šur ,To Ennam-Aššur; 
230,230,,246,0,KIŠIB a-mur-IŠTAR ,seal of Amur-Ištar.,KIŠIB a-mur-IŠTAR ,seal of Amur-Ištar.
231,231,,247,0,3 ma-na URUDU ú 2 GÍN KÙ.BABBAR a-<gap>, 3 minas of copper and 2 shekels of silver <gap>,3 ma-na URUDU ú 2 GÍN KÙ.BABBAR a-<gap>, 3 minas of copper and 2 shekels of silver <gap>
232,232,,248,0,a-na en-nam-a-šùr ,To Ennam-Aššur; ,a-na en-nam-a-šùr ,To Ennam-Aššur; 
233,233,,249,0,KIŠIB IŠTAR-ra-bi₄-a-at,seal of Ištar-rabi'at.,KIŠIB IŠTAR-ra-bi₄-a-at,seal of Ištar-rabi'at.
234,234,,250,0,KIŠIB DINGIR-tap-pá-a DUMU id-na-a KIŠIB a-ba-ta-na-nim DUMU a-šur-UTU-ši KIŠIB i-di-sú-in DUMU a-šùr-DU₁₀ ,"Seal of Ilī-tappā, son of Idnāya, seal of Abatanānum, son of Aššur-šamšī, seal of Iddin-Suen, son of Aššur-ṭāb.",KIŠIB DINGIR-tap-pá-a DUMU id-na-a KIŠIB a-ba-ta-na-nim DUMU a-šur-UTU-ši KIŠIB i-di-sú-in DUMU a-šùr-DU₁₀ ,"Seal of Ilī-tappā, son of Idnāya, seal of Abatanānum, son of Aššur-šamšī, seal of Iddin-Suen, son of Aššur-ṭāb."
235,235,,251,0,<gap> GÍN KÙ.BABBAR sa-ru-pá-am i-ṣé-er a-ba-ta-na-nim e-lá-ma i-šu ITU.KAM áb-ša-ra-nu li-mu-um DINGIR-šu-GAL DUMU ba-zi-a a-na <gap> ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qú-ul ki-ma a-wa-at kà-ri-im ú-ṣa-áb," <gap> shekels of refined silver Abatanānum owes to Elamma. Month V, eponymy of Ilšu-rabi, son of Baziya. Within <gap> weeks he shall pay; if he does not pay he will add interest in accordance with the rule of the colony.",<gap> GÍN KÙ.BABBAR sa-ru-pá-am i-ṣé-er a-ba-ta-na-nim e-lá-ma i-šu ITU.KAM áb-ša-ra-nu li-mu-um DINGIR-šu-GAL DUMU ba-zi-a a-na <gap> ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qú-ul ki-ma a-wa-at kà-ri-im ú-ṣa-áb," <gap> shekels of refined silver Abatanānum owes to Elamma. Month V, eponymy of Ilšu-rabi, son of Baziya. Within <gap> weeks he shall pay; if he does not pay he will add interest in accordance with the rule of the colony."
236,236,,252,0,KIŠIB ku-la a-ḫu-ú šu-ku-tim KIŠIB PUZUR₄-tí-a-am-tim DUMU IŠTAR-pá-li-il₅ KIŠIB en-um-a-šur DUMU kà-ri-a KIŠIB en-na-sú-in DUMU i-dí-a-bi-im KIŠIB a-nu-li ,"Seal of Kula brother of Šukkutum, seal of Puzur-Ti'amtum son of Ištar-pālil, seal of Ennam-Aššur son of Karria, seal of Enna-Suen son of Iddin-abum, seal of Anuli",KIŠIB ku-la a-ḫu-ú šu-ku-tim KIŠIB PUZUR₄-tí-a-am-tim DUMU IŠTAR-pá-li-il₅ KIŠIB en-um-a-šur DUMU kà-ri-a KIŠIB en-na-sú-in DUMU i-dí-a-bi-im KIŠIB a-nu-li ,"Seal of Kula brother of Šukkutum, seal of Puzur-Ti'amtum son of Ištar-pālil, seal of Ennam-Aššur son of Karria, seal of Enna-Suen son of Iddin-abum, seal of Anuli"
237,237,,254,0,a-na ni-ni ú i-lá-áb-ra-at-ba-ni ,To Nini and Ilabrat-bāni; ,a-na ni-ni ú i-lá-áb-ra-at-ba-ni ,To Nini and Ilabrat-bāni; 
238,238,,255,0,KIŠIB ku-ni-lá ,seal of Kunila.,KIŠIB ku-ni-lá ,seal of Kunila.
239,239,,256,0,<gap> a-lim <gap> be-lá-nim <gap> KIŠIB a-ta-ta <gap> GÍN KÙ.BABBAR SAḪAR.BA i-ṣé-er DUMU a-šur-{d}UTU-ši DAM.GÀR i-šu iš-tù ITU.KAM ḫu-bur a-na ITU-<gap>-KAM i-ša-qal šu-ma lá iš-qúl ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb wa-bi-il₅ ṭup-pí-im šu-ut DAM.GÀR li-mu-um a-šùr-mì-ti DUMU i-dí-IŠTAR ,"<gap>-ālim <gap>Bēlānum <gap> seal of Atata <gap> shekels of 'dust silver' <gap>, son of Aššur-šamšī, owes to the creditor. From month VI he will pay in <gap> months. If he does not pay he will add interest in accordance with the rule of the . The bearer of the tablet is the creditor. Eponymy of Aššur-imittī, son of Iddin-Ištar. ",<gap> a-lim <gap> be-lá-nim <gap> KIŠIB a-ta-ta <gap> GÍN KÙ.BABBAR SAḪAR.BA i-ṣé-er DUMU a-šur-{d}UTU-ši DAM.GÀR i-šu iš-tù ITU.KAM ḫu-bur a-na ITU-<gap>-KAM i-ša-qal šu-ma lá iš-qúl ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb wa-bi-il₅ ṭup-pí-im šu-ut DAM.GÀR li-mu-um a-šùr-mì-ti DUMU i-dí-IŠTAR ,"<gap>-ālim <gap>Bēlānum <gap> seal of Atata <gap> shekels of 'dust silver' <gap>, son of Aššur-šamšī, owes to the creditor. From month VI he will pay in <gap> months. If he does not pay he will add interest in accordance with the rule of the . The bearer of the tablet is the creditor. Eponymy of Aššur-imittī, son of Iddin-Ištar. "
240,240,,257,0,KIŠIB en-um-a-šùr DUMU a-ba-<gap> KIŠIB <gap> DUMU a-mur-IŠTAR KIŠIB a-bi-a-a DUMU ú-zu-a ,"Seal of Ennum-Aššur, son of Aba<gap>, seal of <gap>, son of Amur-Ištar, seal of Abiaya son of Uzua.",KIŠIB en-um-a-šùr DUMU a-ba-<gap> KIŠIB <gap> DUMU a-mur-IŠTAR KIŠIB a-bi-a-a DUMU ú-zu-a ,"Seal of Ennum-Aššur, son of Aba<gap>, seal of <gap>, son of Amur-Ištar, seal of Abiaya son of Uzua."
241,241,,258,0,ša 16 GÍN KÙ.BABBAR be-ú-lá-at a-ta-aḫ-šu-ú iš-ti KÙ.BABBAR uk-ta-al, ,ša 16 GÍN KÙ.BABBAR be-ú-lá-at a-ta-aḫ-šu-ú iš-ti KÙ.BABBAR uk-ta-al, 
242,242,,259,0,KIŠIB a-ta-tí-a DUMU en-na-nim KIŠIB a-ḫu-wa-qar DUMU a-šur-SIPA KIŠIB a-mur-a-šur DUMU šu-eš-ḫa-ra KIŠIB a-šur-{d}UTU DUMU ili₅-ba-ni ,"Seal of Atatiya, son of Ennānum, seal of Ahu-waqar, son of Aššur-rē'ī, seal of Amur-Aššur, son of Šu-Išhara, seal of Aššur-šamšī, son of Ilī-bāni.",KIŠIB a-ta-tí-a DUMU en-na-nim KIŠIB a-ḫu-wa-qar DUMU a-šur-SIPA KIŠIB a-mur-a-šur DUMU šu-eš-ḫa-ra KIŠIB a-šur-{d}UTU DUMU ili₅-ba-ni ,"Seal of Atatiya, son of Ennānum, seal of Ahu-waqar, son of Aššur-rē'ī, seal of Amur-Aššur, son of Šu-Išhara, seal of Aššur-šamšī, son of Ilī-bāni."
243,243,,260,0,KIŠIB be-lá-nim DUMU šu-ku-bi-im KIŠIB a-gu₅-a DUMU dan-na-a-šur KIŠIB ú-ṣú-ur-ša-IŠTAR DUMU da-da-a ,"Seal of Belanum, son of Su-Kubum, seal of Agua, son of Dan-Assur, seal of Usur-sa-Istar, son of Dadaya.",KIŠIB be-lá-nim DUMU šu-ku-bi-im KIŠIB a-gu₅-a DUMU dan-na-a-šur KIŠIB ú-ṣú-ur-ša-IŠTAR DUMU da-da-a ,"Seal of Belanum, son of Su-Kubum, seal of Agua, son of Dan-Assur, seal of Usur-sa-Istar, son of Dadaya."
244,244,,261,0,1 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er bé-lá-nim DUMU šu-ku-bi-im ku-li-a DUMU a-lá-bi-im i-šu a-na ša-na-at ù 6 ITU.KAM KÙ.BABBAR i-ša-qal šu-ma i-na ú-me-šu ma-al-ú-tim KÙ.BABBAR bé-lá-num lá iš-qú-ul ki-ma a-wa-at kà-ri-im 1.5 GÍN.TA a-na ma-na-im ṣí-ib-tám a-na ur-ḫi-im ú-ṣa-áb ITU.1.KAM áb-ša-ra-ni li-mu-um i-dí-sú-in DUMU i-dí-a-bi-im ," 1 mina of refined silver Belanum, son of Su-Kubum, owes to Kulia, son of Ali-abum. He will pay within one year and six months. If Belanum does not pay when his term is due in conformity with the rule of the karum he will add 1.5 shekel of interest per mina per month. Month V, eponymy of Iddin-Suen, son of Iddin-abum. ",1 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er bé-lá-nim DUMU šu-ku-bi-im ku-li-a DUMU a-lá-bi-im i-šu a-na ša-na-at ù 6 ITU.KAM KÙ.BABBAR i-ša-qal šu-ma i-na ú-me-šu ma-al-ú-tim KÙ.BABBAR bé-lá-num lá iš-qú-ul ki-ma a-wa-at kà-ri-im 1.5 GÍN.TA a-na ma-na-im ṣí-ib-tám a-na ur-ḫi-im ú-ṣa-áb ITU.1.KAM áb-ša-ra-ni li-mu-um i-dí-sú-in DUMU i-dí-a-bi-im ," 1 mina of refined silver Belanum, son of Su-Kubum, owes to Kulia, son of Ali-abum. He will pay within one year and six months. If Belanum does not pay when his term is due in conformity with the rule of the karum he will add 1.5 shekel of interest per mina per month. Month V, eponymy of Iddin-Suen, son of Iddin-abum. "
245,245,,262,0,KIŠIB i-ku-pí-a DUMU pí-lá-aḫ-IŠTAR KIŠIB ili₅-ba-ni DUMU mu-ta-lim KIŠIB a-šur-SIPA DUMU ú-ṣú-ra-nim ,"Seal of Ikuppiya, son of Pilah-Istar, seal of Ili-bani, son of Mutalum, seal of Assur-re'i, son of Usuranum.",KIŠIB i-ku-pí-a DUMU pí-lá-aḫ-IŠTAR KIŠIB ili₅-ba-ni DUMU mu-ta-lim KIŠIB a-šur-SIPA DUMU ú-ṣú-ra-nim ,"Seal of Ikuppiya, son of Pilah-Istar, seal of Ili-bani, son of Mutalum, seal of Assur-re'i, son of Usuranum."
246,246,,263,0,KIŠIB e-la-lí DUMU i-ku-nim KIŠIB ša-lim-a-ḫi-im DUMU dan-a-šur KIŠIB en-na-sú-en₆ DUMU sú-kà-lí-a KIŠIB i-dí-a-šur DUMU a-šur-ma-lik ,"Seal of Elalī, son of Ikūnum, seal of Šalim-ahum, son of Dān-Aššur, seal of Ennam-Suen, son of Sukkalliya, seal of Iddin-Aššur, son of Aššur-mālik,",KIŠIB e-la-lí DUMU i-ku-nim KIŠIB ša-lim-a-ḫi-im DUMU dan-a-šur KIŠIB en-na-sú-en₆ DUMU sú-kà-lí-a KIŠIB i-dí-a-šur DUMU a-šur-ma-lik ,"Seal of Elalī, son of Ikūnum, seal of Šalim-ahum, son of Dān-Aššur, seal of Ennam-Suen, son of Sukkalliya, seal of Iddin-Aššur, son of Aššur-mālik,"
247,247,,264,0,KIŠIB a-šùr-DU₁₀ DUMU a-ḫu-wa-qar KIŠIB šu-a-nim DUMU a-ki-a-nim KIŠIB a-šur-du-gul DUMU im-da-ḫi KIŠIB a-šur-DU₁₀ DUMU i-dí-ba-ni ,"Seal of Aššur-ṭāb, son of Ahu-waqar, seal of Šu-Anim, son of Akiānum, seal of Aššur-dugul, son of Imdī-ahī, seal of Aššur-ṭāb, son of Idi-bāni,",KIŠIB a-šùr-DU₁₀ DUMU a-ḫu-wa-qar KIŠIB šu-a-nim DUMU a-ki-a-nim KIŠIB a-šur-du-gul DUMU im-da-ḫi KIŠIB a-šur-DU₁₀ DUMU i-dí-ba-ni ,"Seal of Aššur-ṭāb, son of Ahu-waqar, seal of Šu-Anim, son of Akiānum, seal of Aššur-dugul, son of Imdī-ahī, seal of Aššur-ṭāb, son of Idi-bāni,"
248,248,,265,0,KIŠIB šu-be-lim KIŠIB a-šur-i-dí ,"Seal of Šu-Bēlum, seal of Aššur-idī,",KIŠIB šu-be-lim KIŠIB a-šur-i-dí ,"Seal of Šu-Bēlum, seal of Aššur-idī,"
249,249,,266,0,a-na en-um-a-šùr, to Ennam-Aššur.,a-na en-um-a-šùr, to Ennam-Aššur.
250,250,,267,0,KIŠIB a-šùr-ma-lik DUMU zu-a KIŠIB ga-sú ,Seal of Aššur-malik son of Zuwa; seal of Ga<gap>,KIŠIB a-šùr-ma-lik DUMU zu-a KIŠIB ga-sú ,Seal of Aššur-malik son of Zuwa; seal of Ga<gap>
251,251,,268,0,0.3333 ma-na 2.5 GÍN KÙ.BABBAR bé-ú-lá-at a-ta-aḫ-šu ḫa-pu-a-šu a-bu-šu il₅-qé iš-tí KÙ.BABBAR uk-ta-al šu-ma a-na kà-ni-iš a-ša-pá-ra-šu ma-ma-an bé-el ḫu-bu-li-šu ša a-bi-šu lá i-ṭá-ḫi-šu-um, ,0.3333 ma-na 2.5 GÍN KÙ.BABBAR bé-ú-lá-at a-ta-aḫ-šu ḫa-pu-a-šu a-bu-šu il₅-qé iš-tí KÙ.BABBAR uk-ta-al šu-ma a-na kà-ni-iš a-ša-pá-ra-šu ma-ma-an bé-el ḫu-bu-li-šu ša a-bi-šu lá i-ṭá-ḫi-šu-um, 
252,252,,269,0,KIŠIB zi-qí-qí DUMU ì-lí-dan KIŠIB šál-ma-a-šur DUMU ú-zu-a KIŠIB PUZUR₄.IŠTAR DUMU id-na-a ,"Seal of Ziqiqi, son of Ilī-dān, seal of Šalim-Aššur, son of Uzua, seal of Puzur-Ištar, son of Idnāya.",KIŠIB zi-qí-qí DUMU ì-lí-dan KIŠIB šál-ma-a-šur DUMU ú-zu-a KIŠIB PUZUR₄.IŠTAR DUMU id-na-a ,"Seal of Ziqiqi, son of Ilī-dān, seal of Šalim-Aššur, son of Uzua, seal of Puzur-Ištar, son of Idnāya."
253,253,,270,0,KIŠIB a-šur-ṣú-lu-li DUMU šu-lá-ba-an KIŠIB a-šur-ma-lik DUMU šu-lá-ba-an ,"Seal of Aššur-ṣululī, son of Šu-Labān, seal of Aššur-mālik, son of Šu-Labān.",KIŠIB a-šur-ṣú-lu-li DUMU šu-lá-ba-an KIŠIB a-šur-ma-lik DUMU šu-lá-ba-an ,"Seal of Aššur-ṣululī, son of Šu-Labān, seal of Aššur-mālik, son of Šu-Labān."
254,254,,271,0,KIŠIB en-um-a-šur DUMU i-ku-pí-a KIŠIB a-ni-na-a DUMU DIRI-im KIŠIB e-na-a-šur DUMU šu-ul-mì-ša-a-šùr ,"Seal of Ennum-Assur, son of Ikuppiya, seal of Aninaya, son of Watrum, seal of Ennam-Assur, son of Sulmi-sa-Assur.",KIŠIB en-um-a-šur DUMU i-ku-pí-a KIŠIB a-ni-na-a DUMU DIRI-im KIŠIB e-na-a-šur DUMU šu-ul-mì-ša-a-šùr ,"Seal of Ennum-Assur, son of Ikuppiya, seal of Aninaya, son of Watrum, seal of Ennam-Assur, son of Sulmi-sa-Assur."
